"N","Time","avg(radHeatFlux (0))","avg(radHeatFlux (1))","avg(radHeatFlux (2))","avg(radHeatFlux (Magnitude))","avg(radHeatFlux1 (0))","avg(radHeatFlux1 (1))","avg(radHeatFlux1 (2))","avg(radHeatFlux1 (Magnitude))","avg(radHeatFlux2 (0))","avg(radHeatFlux2 (1))","avg(radHeatFlux2 (2))","avg(radHeatFlux2 (Magnitude))","avg(radHeatFlux3 (0))","avg(radHeatFlux3 (1))","avg(radHeatFlux3 (2))","avg(radHeatFlux3 (Magnitude))","max(radHeatFlux (0))","max(radHeatFlux (1))","max(radHeatFlux (2))","max(radHeatFlux (Magnitude))","max(radHeatFlux1 (0))","max(radHeatFlux1 (1))","max(radHeatFlux1 (2))","max(radHeatFlux1 (Magnitude))","max(radHeatFlux2 (0))","max(radHeatFlux2 (1))","max(radHeatFlux2 (2))","max(radHeatFlux2 (Magnitude))","max(radHeatFlux3 (0))","max(radHeatFlux3 (1))","max(radHeatFlux3 (2))","max(radHeatFlux3 (Magnitude))","med(radHeatFlux (0))","med(radHeatFlux (1))","med(radHeatFlux (2))","med(radHeatFlux (Magnitude))","med(radHeatFlux1 (0))","med(radHeatFlux1 (1))","med(radHeatFlux1 (2))","med(radHeatFlux1 (Magnitude))","med(radHeatFlux2 (0))","med(radHeatFlux2 (1))","med(radHeatFlux2 (2))","med(radHeatFlux2 (Magnitude))","med(radHeatFlux3 (0))","med(radHeatFlux3 (1))","med(radHeatFlux3 (2))","med(radHeatFlux3 (Magnitude))","min(radHeatFlux (0))","min(radHeatFlux (1))","min(radHeatFlux (2))","min(radHeatFlux (Magnitude))","min(radHeatFlux1 (0))","min(radHeatFlux1 (1))","min(radHeatFlux1 (2))","min(radHeatFlux1 (Magnitude))","min(radHeatFlux2 (0))","min(radHeatFlux2 (1))","min(radHeatFlux2 (2))","min(radHeatFlux2 (Magnitude))","min(radHeatFlux3 (0))","min(radHeatFlux3 (1))","min(radHeatFlux3 (2))","min(radHeatFlux3 (Magnitude))"
180,4350,-2.2579e-06,-2.2579e-06,696.64,696.67,-2.2579e-06,-2.2579e-06,696.64,696.67,7.0206e-14,7.2164e-13,1.1882e-13,3.6869e-12,2.2579e-06,2.2579e-06,-696.64,696.67,23.429,23.429,811.97,812.33,23.429,23.429,811.97,812.33,5.6283e-12,5.6283e-12,9.1378e-12,1.0469e-11,23.429,23.429,-668.87,812.33,3.0946e-06,3.0946e-06,685.91,685.91,3.0946e-06,3.0946e-06,685.91,685.91,0,0,0,3.2874e-12,-3.0946e-06,-3.0946e-06,-685.91,685.91,-23.429,-23.429,668.87,668.88,-23.429,-23.429,668.87,668.88,-4.5689e-12,-2.7049e-12,-8.0705e-12,0,-23.429,-23.429,-811.97,668.88
180,4400,-2.2579e-06,-2.2579e-06,696.64,696.67,-2.2579e-06,-2.2579e-06,696.64,696.67,7.0206e-14,7.2164e-13,1.1882e-13,3.6869e-12,2.2579e-06,2.2579e-06,-696.64,696.67,23.429,23.429,811.97,812.33,23.429,23.429,811.97,812.33,5.6283e-12,5.6283e-12,9.1378e-12,1.0469e-11,23.429,23.429,-668.87,812.33,3.0946e-06,3.0946e-06,685.91,685.91,3.0946e-06,3.0946e-06,685.91,685.91,0,0,0,3.2874e-12,-3.0946e-06,-3.0946e-06,-685.91,685.91,-23.429,-23.429,668.87,668.88,-23.429,-23.429,668.87,668.88,-4.5689e-12,-2.7049e-12,-8.0705e-12,0,-23.429,-23.429,-811.97,668.88
180,4450,-2.2579e-06,-2.2579e-06,696.64,696.67,-2.2579e-06,-2.2579e-06,696.64,696.67,7.0206e-14,7.2164e-13,1.1882e-13,3.6869e-12,2.2579e-06,2.2579e-06,-696.64,696.67,23.429,23.429,811.97,812.33,23.429,23.429,811.97,812.33,5.6283e-12,5.6283e-12,9.1378e-12,1.0469e-11,23.429,23.429,-668.87,812.33,3.0946e-06,3.0946e-06,685.91,685.91,3.0946e-06,3.0946e-06,685.91,685.91,0,0,0,3.2874e-12,-3.0946e-06,-3.0946e-06,-685.91,685.91,-23.429,-23.429,668.87,668.88,-23.429,-23.429,668.87,668.88,-4.5689e-12,-2.7049e-12,-8.0705e-12,0,-23.429,-23.429,-811.97,668.88
180,4500,-2.2579e-06,-2.2579e-06,696.64,696.67,-2.2579e-06,-2.2579e-06,696.64,696.67,7.0206e-14,7.2164e-13,1.1882e-13,3.6869e-12,2.2579e-06,2.2579e-06,-696.64,696.67,23.429,23.429,811.97,812.33,23.429,23.429,811.97,812.33,5.6283e-12,5.6283e-12,9.1378e-12,1.0469e-11,23.429,23.429,-668.87,812.33,3.0946e-06,3.0946e-06,685.91,685.91,3.0946e-06,3.0946e-06,685.91,685.91,0,0,0,3.2874e-12,-3.0946e-06,-3.0946e-06,-685.91,685.91,-23.429,-23.429,668.87,668.88,-23.429,-23.429,668.87,668.88,-4.5689e-12,-2.7049e-12,-8.0705e-12,0,-23.429,-23.429,-811.97,668.88
180,4550,-2.2579e-06,-2.2579e-06,696.64,696.67,-2.2579e-06,-2.2579e-06,696.64,696.67,7.0206e-14,7.2164e-13,1.1882e-13,3.6869e-12,2.2579e-06,2.2579e-06,-696.64,696.67,23.429,23.429,811.97,812.33,23.429,23.429,811.97,812.33,5.6283e-12,5.6283e-12,9.1378e-12,1.0469e-11,23.429,23.429,-668.87,812.33,3.0946e-06,3.0946e-06,685.91,685.91,3.0946e-06,3.0946e-06,685.91,685.91,0,0,0,3.2874e-12,-3.0946e-06,-3.0946e-06,-685.91,685.91,-23.429,-23.429,668.87,668.88,-23.429,-23.429,668.87,668.88,-4.5689e-12,-2.7049e-12,-8.0705e-12,0,-23.429,-23.429,-811.97,668.88
180,4600,-2.2579e-06,-2.2579e-06,696.64,696.67,-2.2579e-06,-2.2579e-06,696.64,696.67,7.0206e-14,7.2164e-13,1.1882e-13,3.6869e-12,2.2579e-06,2.2579e-06,-696.64,696.67,23.429,23.429,811.97,812.33,23.429,23.429,811.97,812.33,5.6283e-12,5.6283e-12,9.1378e-12,1.0469e-11,23.429,23.429,-668.87,812.33,3.0946e-06,3.0946e-06,685.91,685.91,3.0946e-06,3.0946e-06,685.91,685.91,0,0,0,3.2874e-12,-3.0946e-06,-3.0946e-06,-685.91,685.91,-23.429,-23.429,668.87,668.88,-23.429,-23.429,668.87,668.88,-4.5689e-12,-2.7049e-12,-8.0705e-12,0,-23.429,-23.429,-811.97,668.88
180,4650,-2.2579e-06,-2.2579e-06,696.64,696.67,-2.2579e-06,-2.2579e-06,696.64,696.67,7.0206e-14,7.2164e-13,1.1882e-13,3.6869e-12,2.2579e-06,2.2579e-06,-696.64,696.67,23.429,23.429,811.97,812.33,23.429,23.429,811.97,812.33,5.6283e-12,5.6283e-12,9.1378e-12,1.0469e-11,23.429,23.429,-668.87,812.33,3.0946e-06,3.0946e-06,685.91,685.91,3.0946e-06,3.0946e-06,685.91,685.91,0,0,0,3.2874e-12,-3.0946e-06,-3.0946e-06,-685.91,685.91,-23.429,-23.429,668.87,668.88,-23.429,-23.429,668.87,668.88,-4.5689e-12,-2.7049e-12,-8.0705e-12,0,-23.429,-23.429,-811.97,668.88
180,4700,-2.2579e-06,-2.2579e-06,696.64,696.67,-2.2579e-06,-2.2579e-06,696.64,696.67,7.0206e-14,7.2164e-13,1.1882e-13,3.6869e-12,2.2579e-06,2.2579e-06,-696.64,696.67,23.429,23.429,811.97,812.33,23.429,23.429,811.97,812.33,5.6283e-12,5.6283e-12,9.1378e-12,1.0469e-11,23.429,23.429,-668.87,812.33,3.0946e-06,3.0946e-06,685.91,685.91,3.0946e-06,3.0946e-06,685.91,685.91,0,0,0,3.2874e-12,-3.0946e-06,-3.0946e-06,-685.91,685.91,-23.429,-23.429,668.87,668.88,-23.429,-23.429,668.87,668.88,-4.5689e-12,-2.7049e-12,-8.0705e-12,0,-23.429,-23.429,-811.97,668.88
180,4750,-2.2579e-06,-2.2579e-06,696.64,696.67,-2.2579e-06,-2.2579e-06,696.64,696.67,7.0206e-14,7.2164e-13,1.1882e-13,3.6869e-12,2.2579e-06,2.2579e-06,-696.64,696.67,23.429,23.429,811.97,812.33,23.429,23.429,811.97,812.33,5.6283e-12,5.6283e-12,9.1378e-12,1.0469e-11,23.429,23.429,-668.87,812.33,3.0946e-06,3.0946e-06,685.91,685.91,3.0946e-06,3.0946e-06,685.91,685.91,0,0,0,3.2874e-12,-3.0946e-06,-3.0946e-06,-685.91,685.91,-23.429,-23.429,668.87,668.88,-23.429,-23.429,668.87,668.88,-4.5689e-12,-2.7049e-12,-8.0705e-12,0,-23.429,-23.429,-811.97,668.88
180,4800,-2.2579e-06,-2.2579e-06,696.64,696.67,-2.2579e-06,-2.2579e-06,696.64,696.67,7.0206e-14,7.2164e-13,1.1882e-13,3.6869e-12,2.2579e-06,2.2579e-06,-696.64,696.67,23.429,23.429,811.97,812.33,23.429,23.429,811.97,812.33,5.6283e-12,5.6283e-12,9.1378e-12,1.0469e-11,23.429,23.429,-668.87,812.33,3.0946e-06,3.0946e-06,685.91,685.91,3.0946e-06,3.0946e-06,685.91,685.91,0,0,0,3.2874e-12,-3.0946e-06,-3.0946e-06,-685.91,685.91,-23.429,-23.429,668.87,668.88,-23.429,-23.429,668.87,668.88,-4.5689e-12,-2.7049e-12,-8.0705e-12,0,-23.429,-23.429,-811.97,668.88
180,4850,-2.2579e-06,-2.2579e-06,696.64,696.67,-2.2579e-06,-2.2579e-06,696.64,696.67,7.0206e-14,7.2164e-13,1.1882e-13,3.6869e-12,2.2579e-06,2.2579e-06,-696.64,696.67,23.429,23.429,811.97,812.33,23.429,23.429,811.97,812.33,5.6283e-12,5.6283e-12,9.1378e-12,1.0469e-11,23.429,23.429,-668.87,812.33,3.0946e-06,3.0946e-06,685.91,685.91,3.0946e-06,3.0946e-06,685.91,685.91,0,0,0,3.2874e-12,-3.0946e-06,-3.0946e-06,-685.91,685.91,-23.429,-23.429,668.87,668.88,-23.429,-23.429,668.87,668.88,-4.5689e-12,-2.7049e-12,-8.0705e-12,0,-23.429,-23.429,-811.97,668.88
180,4900,-2.2579e-06,-2.2579e-06,696.64,696.67,-2.2579e-06,-2.2579e-06,696.64,696.67,7.0206e-14,7.2164e-13,1.1882e-13,3.6869e-12,2.2579e-06,2.2579e-06,-696.64,696.67,23.429,23.429,811.97,812.33,23.429,23.429,811.97,812.33,5.6283e-12,5.6283e-12,9.1378e-12,1.0469e-11,23.429,23.429,-668.87,812.33,3.0946e-06,3.0946e-06,685.91,685.91,3.0946e-06,3.0946e-06,685.91,685.91,0,0,0,3.2874e-12,-3.0946e-06,-3.0946e-06,-685.91,685.91,-23.429,-23.429,668.87,668.88,-23.429,-23.429,668.87,668.88,-4.5689e-12,-2.7049e-12,-8.0705e-12,0,-23.429,-23.429,-811.97,668.88
180,4950,-2.2579e-06,-2.2579e-06,696.64,696.67,-2.2579e-06,-2.2579e-06,696.64,696.67,7.0206e-14,7.2164e-13,1.1882e-13,3.6869e-12,2.2579e-06,2.2579e-06,-696.64,696.67,23.429,23.429,811.97,812.33,23.429,23.429,811.97,812.33,5.6283e-12,5.6283e-12,9.1378e-12,1.0469e-11,23.429,23.429,-668.87,812.33,3.0946e-06,3.0946e-06,685.91,685.91,3.0946e-06,3.0946e-06,685.91,685.91,0,0,0,3.2874e-12,-3.0946e-06,-3.0946e-06,-685.91,685.91,-23.429,-23.429,668.87,668.88,-23.429,-23.429,668.87,668.88,-4.5689e-12,-2.7049e-12,-8.0705e-12,0,-23.429,-23.429,-811.97,668.88
180,5000,-2.2579e-06,-2.2579e-06,696.64,696.67,-2.2579e-06,-2.2579e-06,696.64,696.67,7.0206e-14,7.2164e-13,1.1882e-13,3.6869e-12,2.2579e-06,2.2579e-06,-696.64,696.67,23.429,23.429,811.97,812.33,23.429,23.429,811.97,812.33,5.6283e-12,5.6283e-12,9.1378e-12,1.0469e-11,23.429,23.429,-668.87,812.33,3.0946e-06,3.0946e-06,685.91,685.91,3.0946e-06,3.0946e-06,685.91,685.91,0,0,0,3.2874e-12,-3.0946e-06,-3.0946e-06,-685.91,685.91,-23.429,-23.429,668.87,668.88,-23.429,-23.429,668.87,668.88,-4.5689e-12,-2.7049e-12,-8.0705e-12,0,-23.429,-23.429,-811.97,668.88
