"avg(E)","avg(radHeatFlux (0))","avg(radHeatFlux (1))","avg(radHeatFlux (2))","avg(radHeatFlux (Magnitude))","avg(radHeatFlux1 (0))","avg(radHeatFlux1 (1))","avg(radHeatFlux1 (2))","avg(radHeatFlux1 (Magnitude))","avg(radHeatFlux2 (0))","avg(radHeatFlux2 (1))","avg(radHeatFlux2 (2))","avg(radHeatFlux2 (Magnitude))","avg(radHeatFlux3 (0))","avg(radHeatFlux3 (1))","avg(radHeatFlux3 (2))","avg(radHeatFlux3 (Magnitude))","max(E)","max(radHeatFlux (0))","max(radHeatFlux (1))","max(radHeatFlux (2))","max(radHeatFlux (Magnitude))","max(radHeatFlux1 (0))","max(radHeatFlux1 (1))","max(radHeatFlux1 (2))","max(radHeatFlux1 (Magnitude))","max(radHeatFlux2 (0))","max(radHeatFlux2 (1))","max(radHeatFlux2 (2))","max(radHeatFlux2 (Magnitude))","max(radHeatFlux3 (0))","max(radHeatFlux3 (1))","max(radHeatFlux3 (2))","max(radHeatFlux3 (Magnitude))","med(E)","med(radHeatFlux (0))","med(radHeatFlux (1))","med(radHeatFlux (2))","med(radHeatFlux (Magnitude))","med(radHeatFlux1 (0))","med(radHeatFlux1 (1))","med(radHeatFlux1 (2))","med(radHeatFlux1 (Magnitude))","med(radHeatFlux2 (0))","med(radHeatFlux2 (1))","med(radHeatFlux2 (2))","med(radHeatFlux2 (Magnitude))","med(radHeatFlux3 (0))","med(radHeatFlux3 (1))","med(radHeatFlux3 (2))","med(radHeatFlux3 (Magnitude))","min(E)","min(radHeatFlux (0))","min(radHeatFlux (1))","min(radHeatFlux (2))","min(radHeatFlux (Magnitude))","min(radHeatFlux1 (0))","min(radHeatFlux1 (1))","min(radHeatFlux1 (2))","min(radHeatFlux1 (Magnitude))","min(radHeatFlux2 (0))","min(radHeatFlux2 (1))","min(radHeatFlux2 (2))","min(radHeatFlux2 (Magnitude))","min(radHeatFlux3 (0))","min(radHeatFlux3 (1))","min(radHeatFlux3 (2))","min(radHeatFlux3 (Magnitude))"
2.0518e+05,-0.0076296,-0.0076114,49407,49407,-0.0076296,-0.0076114,49407,49407,-1.0905e-10,4.0884e-10,-5.0008e-11,4.8564e-09,0.0076296,0.0076114,-49407,49407,2.0935e+05,0.050489,0.051089,50316,50316,0.050489,0.051089,50316,50316,3.2676e-09,3.2676e-09,1.3383e-08,1.5138e-08,0.038344,0.038342,-48580,50316,2.0515e+05,-0.0078286,-0.0078263,49384,49384,-0.0078286,-0.0078263,49384,49384,0,0,0,3.6311e-09,0.0078286,0.0078263,-49384,49384,2.0114e+05,-0.038344,-0.038342,48580,48580,-0.038344,-0.038342,48580,48580,-4.8419e-09,-3.1491e-09,-1.5063e-08,0,-0.050489,-0.051089,-50316,48580
2.0735e+05,-0.0041278,-0.004236,49408,49408,-0.0041278,-0.004236,49408,49408,-1.091e-10,4.0898e-10,-5.0027e-11,4.8581e-09,0.0041278,0.004236,-49408,49408,2.1189e+05,0.04883,0.04883,50297,50297,0.04883,0.04883,50297,50297,3.2687e-09,3.2687e-09,1.3387e-08,1.5144e-08,0.062434,0.050606,-48599,50297,2.0732e+05,-0.0018297,-0.0022825,49385,49385,-0.0018297,-0.0022825,49385,49385,0,0,0,3.6323e-09,0.0018297,0.0022825,-49385,49385,2.0297e+05,-0.062434,-0.050606,48599,48599,-0.062434,-0.050606,48599,48599,-4.8436e-09,-3.1502e-09,-1.5068e-08,0,-0.04883,-0.04883,-50297,48599
2.095e+05,0.0044059,0.0041659,49410,49410,0.0044059,0.0041659,49410,49410,-1.0914e-10,4.0912e-10,-5.0046e-11,4.8599e-09,-0.0044059,-0.0041659,-49410,49410,2.1438e+05,0.079228,0.075576,50277,50277,0.079228,0.075576,50277,50277,3.2698e-09,3.2698e-09,1.3392e-08,1.5149e-08,0.060248,0.061052,-48619,50277,2.0946e+05,0.0045825,0.0054369,49388,49388,0.0045825,0.0054369,49388,49388,0,0,0,3.6336e-09,-0.0045825,-0.0054369,-49388,49388,2.0476e+05,-0.060248,-0.061052,48619,48619,-0.060248,-0.061052,48619,48619,-4.8452e-09,-3.1514e-09,-1.5074e-08,0,-0.079228,-0.075576,-50277,48619
2.116e+05,-0.0025511,-0.002477,49411,49411,-0.0025511,-0.002477,49411,49411,-1.0919e-10,4.0926e-10,-5.0064e-11,4.8616e-09,0.0025511,0.002477,-49411,49411,2.1684e+05,0.027691,0.031088,50258,50258,0.027691,0.031088,50258,50258,3.2709e-09,3.2709e-09,1.3397e-08,1.5155e-08,0.03601,0.03601,-48638,50258,2.1157e+05,-0.0017617,-0.0022668,49389,49389,-0.0017617,-0.0022668,49389,49389,0,0,0,3.6348e-09,0.0017617,0.0022668,-49389,49389,2.0653e+05,-0.03601,-0.03601,48638,48638,-0.03601,-0.03601,48638,48638,-4.8469e-09,-3.1525e-09,-1.508e-08,0,-0.027691,-0.031088,-50258,48638
2.1368e+05,-0.0038648,-0.0039918,49412,49412,-0.0038648,-0.0039918,49412,49412,-1.0923e-10,4.0939e-10,-5.0075e-11,4.8633e-09,0.0038648,0.0039918,-49412,49412,2.1926e+05,0.056563,0.056563,50240,50240,0.056563,0.056563,50240,50240,3.2719e-09,3.2719e-09,1.3402e-08,1.516e-08,0.11785,0.098538,-48656,50240,2.1364e+05,-0.0019342,-0.0018489,49391,49391,-0.0019342,-0.0018489,49391,49391,0,0,0,3.636e-09,0.0019342,0.0018489,-49391,49391,2.0827e+05,-0.11785,-0.098538,48656,48656,-0.11785,-0.098538,48656,48656,-4.8485e-09,-3.1535e-09,-1.5085e-08,0,-0.056563,-0.056563,-50240,48656
2.1572e+05,-0.011777,-0.011857,49413,49413,-0.011777,-0.011857,49413,49413,-1.0927e-10,4.0953e-10,-5.0097e-11,4.8649e-09,0.011777,0.011857,-49413,49413,2.2165e+05,0.040548,0.036366,50221,50221,0.040548,0.036366,50221,50221,3.273e-09,3.273e-09,1.3406e-08,1.5165e-08,0.067161,0.060066,-48675,50221,2.1568e+05,-0.011221,-0.012079,49392,49392,-0.011221,-0.012079,49392,49392,0,0,0,3.6371e-09,0.011221,0.012079,-49392,49392,2.0998e+05,-0.067161,-0.060066,48675,48675,-0.067161,-0.060066,48675,48675,-4.8501e-09,-3.1546e-09,-1.509e-08,0,-0.040548,-0.036366,-50221,48675
2.1773e+05,0.0032393,0.003374,49414,49414,0.0032393,0.003374,49414,49414,-1.0931e-10,4.0966e-10,-5.0113e-11,4.8666e-09,-0.0032393,-0.003374,-49414,49414,2.2399e+05,0.05595,0.05339,50203,50203,0.05595,0.05339,50203,50203,3.274e-09,3.274e-09,1.3411e-08,1.517e-08,0.066397,0.052477,-48693,50203,2.1769e+05,0.005777,0.0052464,49394,49394,0.005777,0.0052464,49394,49394,0,0,0,3.6383e-09,-0.005777,-0.0052464,-49394,49394,2.1166e+05,-0.066397,-0.052477,48693,48693,-0.066397,-0.052477,48693,48693,-4.8517e-09,-3.1557e-09,-1.5095e-08,0,-0.05595,-0.05339,-50203,48693
2.1971e+05,0.01008,0.010033,49415,49415,0.01008,0.010033,49415,49415,-1.0935e-10,4.0979e-10,-5.0132e-11,4.8682e-09,-0.01008,-0.010033,-49415,49415,2.263e+05,0.064782,0.065001,50186,50186,0.064782,0.065001,50186,50186,3.275e-09,3.275e-09,1.3416e-08,1.5176e-08,0.074299,0.074299,-48711,50186,2.1966e+05,0.01277,0.012785,49396,49396,0.01277,0.012785,49396,49396,0,0,0,3.6395e-09,-0.01277,-0.012785,-49396,49396,2.1332e+05,-0.074299,-0.074299,48711,48711,-0.074299,-0.074299,48711,48711,-4.8532e-09,-3.1567e-09,-1.51e-08,0,-0.064782,-0.065001,-50186,48711
2.2165e+05,-0.00046942,-0.00058398,49416,49416,-0.00046942,-0.00058398,49416,49416,-1.0939e-10,4.0991e-10,-5.0145e-11,4.8697e-09,0.00046942,0.00058398,-49416,49416,2.2856e+05,0.042503,0.024671,50168,50168,0.042503,0.024671,50168,50168,3.276e-09,3.276e-09,1.342e-08,1.518e-08,0.03924,0.028036,-48728,50168,2.216e+05,-4.2388e-05,-0.00024731,49397,49397,-4.2387e-05,-0.00024731,49397,49397,0,0,0,3.6406e-09,4.2388e-05,0.00024731,-49397,49397,2.1494e+05,-0.03924,-0.028036,48728,48728,-0.03924,-0.028036,48728,48728,-4.8547e-09,-3.1577e-09,-1.5105e-08,0,-0.042503,-0.024671,-50168,48728
2.2356e+05,0.0085022,0.0082922,49417,49417,0.0085022,0.0082922,49417,49417,-1.0943e-10,4.1003e-10,-5.016e-11,4.8713e-09,-0.0085022,-0.0082922,-49417,49417,2.3079e+05,0.095592,0.092373,50151,50151,0.095592,0.092373,50151,50151,3.277e-09,3.277e-09,1.3424e-08,1.5185e-08,0.062999,0.063052,-48746,50151,2.235e+05,0.0058942,0.0051529,49399,49399,0.0058942,0.0051529,49399,49399,0,0,0,3.6417e-09,-0.0058942,-0.0051529,-49399,49399,2.1654e+05,-0.062999,-0.063052,48746,48746,-0.062999,-0.063052,48746,48746,-4.8562e-09,-3.1587e-09,-1.511e-08,0,-0.095592,-0.092373,-50151,48746
2.2543e+05,-0.00049153,-0.00055998,49418,49418,-0.00049153,-0.00055999,49418,49418,-1.0946e-10,4.1016e-10,-5.0175e-11,4.8728e-09,0.00049153,0.00055999,-49418,49418,2.3298e+05,0.089355,0.088545,50134,50134,0.089355,0.088545,50134,50134,3.278e-09,3.278e-09,1.3429e-08,1.519e-08,0.067127,0.067127,-48763,50134,2.2538e+05,-0.0003516,-0.0011556,49400,49400,-0.0003516,-0.0011556,49400,49400,0,0,0,3.6428e-09,0.0003516,0.0011556,-49400,49400,2.181e+05,-0.067127,-0.067127,48763,48763,-0.067127,-0.067127,48763,48763,-4.8576e-09,-3.1597e-09,-1.5115e-08,0,-0.089355,-0.088545,-50134,48763
2.2727e+05,-0.00023913,-0.00013695,49419,49419,-0.00023913,-0.00013695,49419,49419,-1.095e-10,4.1028e-10,-5.0197e-11,4.8743e-09,0.00023913,0.00013695,-49419,49419,2.3512e+05,0.033703,0.020948,50117,50117,0.033703,0.020948,50117,50117,3.279e-09,3.279e-09,1.3433e-08,1.5195e-08,0.025933,0.024026,-48780,50117,2.2721e+05,0.00028574,0.00054201,49402,49402,0.00028574,0.00054201,49402,49402,0,0,0,3.6439e-09,-0.00028574,-0.00054201,-49402,49402,2.1964e+05,-0.025933,-0.024026,48780,48780,-0.025933,-0.024026,48780,48780,-4.8591e-09,-3.1607e-09,-1.512e-08,0,-0.033703,-0.020948,-50117,48780
2.2907e+05,0.0035831,0.0036038,49420,49420,0.0035831,0.0036038,49420,49420,-1.0954e-10,4.104e-10,-5.0209e-11,4.8758e-09,-0.0035831,-0.0036038,-49420,49420,2.3723e+05,0.028132,0.028133,50101,50101,0.028132,0.028133,50101,50101,3.2799e-09,3.2799e-09,1.3437e-08,1.52e-08,0.017316,0.01707,-48797,50101,2.2902e+05,0.0033143,0.0030229,49403,49403,0.0033143,0.0030229,49403,49403,0,0,0,3.6449e-09,-0.0033143,-0.0030229,-49403,49403,2.2115e+05,-0.017316,-0.01707,48797,48797,-0.017316,-0.01707,48797,48797,-4.8605e-09,-3.1616e-09,-1.5124e-08,0,-0.028132,-0.028133,-50101,48797
2.3085e+05,0.00067055,0.00056291,49421,49421,0.00067055,0.00056291,49421,49421,-1.0957e-10,4.1051e-10,-5.0226e-11,4.8772e-09,-0.00067055,-0.00056291,-49421,49421,2.393e+05,0.036815,0.027331,50085,50085,0.036815,0.027331,50085,50085,3.2808e-09,3.2808e-09,1.3441e-08,1.5204e-08,0.030026,0.030025,-48812,50085,2.3079e+05,0.00026405,0.00024295,49405,49405,0.00026405,0.00024294,49405,49405,0,0,0,3.6459e-09,-0.00026405,-0.00024295,-49405,49405,2.2263e+05,-0.030026,-0.030025,48812,48812,-0.030026,-0.030025,48812,48812,-4.8619e-09,-3.1625e-09,-1.5129e-08,0,-0.036815,-0.027331,-50085,48812
2.3258e+05,0.00019193,0.00020602,49422,49422,0.00019193,0.00020602,49422,49422,-1.0961e-10,4.1062e-10,-5.0239e-11,4.8786e-09,-0.00019193,-0.00020602,-49422,49422,2.4133e+05,0.019421,0.019421,50070,50070,0.019421,0.019421,50070,50070,3.2817e-09,3.2817e-09,1.3445e-08,1.5209e-08,0.0098735,0.0098679,-48828,50070,2.3252e+05,-0.00034408,-0.0003279,49406,49406,-0.00034408,-0.0003279,49406,49406,0,0,0,3.6469e-09,0.00034408,0.0003279,-49406,49406,2.2409e+05,-0.0098735,-0.0098679,48828,48828,-0.0098735,-0.0098679,48828,48828,-4.8632e-09,-3.1634e-09,-1.5133e-08,0,-0.019421,-0.019421,-50070,48828
2.3429e+05,-0.0011352,-0.001107,49423,49423,-0.0011352,-0.001107,49423,49423,-1.0964e-10,4.1073e-10,-5.0254e-11,4.8799e-09,0.0011352,0.001107,-49423,49423,2.4332e+05,0.038023,0.038023,50055,50055,0.038023,0.038023,50055,50055,3.2825e-09,3.2825e-09,1.3449e-08,1.5213e-08,0.039728,0.033304,-48843,50055,2.3422e+05,-0.0020473,-0.0017657,49408,49408,-0.0020473,-0.0017657,49408,49408,0,0,0,3.6479e-09,0.0020473,0.0017657,-49408,49408,2.2551e+05,-0.039728,-0.033304,48843,48843,-0.039728,-0.033304,48843,48843,-4.8645e-09,-3.1643e-09,-1.5137e-08,0,-0.038023,-0.038023,-50055,48843
2.3596e+05,0.003708,0.0038211,49424,49424,0.003708,0.0038211,49424,49424,-1.0968e-10,4.1084e-10,-5.0263e-11,4.8813e-09,-0.003708,-0.0038211,-49424,49424,2.4527e+05,0.055757,0.058438,50039,50039,0.055757,0.058438,50039,50039,3.2834e-09,3.2834e-09,1.3453e-08,1.5217e-08,0.062542,0.036772,-48859,50039,2.3589e+05,0.0039438,0.0036661,49409,49409,0.0039438,0.0036661,49409,49409,0,0,0,3.6489e-09,-0.0039438,-0.0036661,-49409,49409,2.2691e+05,-0.062542,-0.036772,48859,48859,-0.062542,-0.036772,48859,48859,-4.8659e-09,-3.1652e-09,-1.5142e-08,0,-0.055757,-0.058438,-50039,48859
2.376e+05,0.0078823,0.0079764,49425,49425,0.0078823,0.0079764,49425,49425,-1.0971e-10,4.1094e-10,-5.0281e-11,4.8826e-09,-0.0078823,-0.0079764,-49425,49425,2.4718e+05,0.087249,0.087249,50025,50025,0.087249,0.087249,50025,50025,3.2843e-09,3.2843e-09,1.3456e-08,1.5222e-08,0.050899,0.049785,-48873,50025,2.3753e+05,0.005575,0.0060468,49410,49410,0.005575,0.0060468,49410,49410,0,0,0,3.6498e-09,-0.005575,-0.0060468,-49410,49410,2.2828e+05,-0.050899,-0.049785,48873,48873,-0.050899,-0.049785,48873,48873,-4.8671e-09,-3.166e-09,-1.5146e-08,0,-0.087249,-0.087249,-50025,48873
2.392e+05,0.0091981,0.0092538,49425,49425,0.0091981,0.0092538,49425,49425,-1.0974e-10,4.1105e-10,-5.0291e-11,4.884e-09,-0.0091981,-0.0092538,-49425,49425,2.4905e+05,0.094209,0.089313,50010,50010,0.094209,0.089313,50010,50010,3.2851e-09,3.2851e-09,1.346e-08,1.5226e-08,0.072407,0.072407,-48888,50010,2.3913e+05,0.0089382,0.0091003,49412,49412,0.0089382,0.0091003,49412,49412,0,0,0,3.6508e-09,-0.0089382,-0.0091003,-49412,49412,2.2963e+05,-0.072407,-0.072407,48888,48888,-0.072407,-0.072407,48888,48888,-4.8684e-09,-3.1669e-09,-1.515e-08,0,-0.094209,-0.089313,-50010,48888
2.4077e+05,0.005284,0.0051846,49426,49426,0.005284,0.0051846,49426,49426,-1.0977e-10,4.1115e-10,-5.0305e-11,4.8852e-09,-0.005284,-0.0051846,-49426,49426,2.5088e+05,0.04425,0.044249,49997,49997,0.04425,0.044249,49997,49997,3.2859e-09,3.2859e-09,1.3463e-08,1.523e-08,0.048062,0.032539,-48902,49997,2.407e+05,0.0056937,0.0057992,49413,49413,0.0056937,0.0057992,49413,49413,0,0,0,3.6516e-09,-0.0056937,-0.0057992,-49413,49413,2.3094e+05,-0.048062,-0.032539,48902,48902,-0.048062,-0.032539,48902,48902,-4.8696e-09,-3.1677e-09,-1.5154e-08,0,-0.04425,-0.044249,-49997,48902
2.4231e+05,0.017679,0.017571,49427,49427,0.017679,0.017571,49427,49427,-1.0981e-10,4.1125e-10,-5.0318e-11,4.8865e-09,-0.017679,-0.017571,-49427,49427,2.5268e+05,0.094291,0.088726,49982,49982,0.094291,0.088726,49982,49982,3.2867e-09,3.2867e-09,1.3467e-08,1.5234e-08,0.030715,0.057608,-48916,49982,2.4224e+05,0.013199,0.014532,49414,49414,0.013199,0.014532,49414,49414,0,0,0,3.6526e-09,-0.013199,-0.014532,-49414,49414,2.3224e+05,-0.030715,-0.057608,48916,48916,-0.030715,-0.057608,48916,48916,-4.8708e-09,-3.1685e-09,-1.5158e-08,0,-0.094291,-0.088726,-49982,48916
2.4382e+05,-0.0010459,-0.001111,49428,49428,-0.0010459,-0.001111,49428,49428,-1.0984e-10,4.1135e-10,-5.0333e-11,4.8877e-09,0.0010459,0.001111,-49428,49428,2.5443e+05,0.022697,0.035927,49969,49969,0.022697,0.035927,49969,49969,3.2875e-09,3.2875e-09,1.3471e-08,1.5238e-08,0.029449,0.029466,-48930,49969,2.4375e+05,-0.0010237,-0.00073619,49415,49415,-0.0010237,-0.00073619,49415,49415,0,0,0,3.6534e-09,0.0010237,0.00073619,-49415,49415,2.335e+05,-0.029449,-0.029466,48930,48930,-0.029449,-0.029466,48930,48930,-4.872e-09,-3.1693e-09,-1.5162e-08,0,-0.022697,-0.035927,-49969,48930
2.453e+05,0.0082051,0.008113,49429,49429,0.0082051,0.008113,49429,49429,-1.0987e-10,4.1145e-10,-5.0342e-11,4.8889e-09,-0.0082051,-0.008113,-49429,49429,2.5615e+05,0.062333,0.049235,49955,49955,0.062333,0.049235,49955,49955,3.2883e-09,3.2883e-09,1.3474e-08,1.5242e-08,0.065343,0.065343,-48944,49955,2.4522e+05,0.0094143,0.0092876,49417,49417,0.0094143,0.0092876,49417,49417,0,0,0,3.6543e-09,-0.0094143,-0.0092876,-49417,49417,2.3474e+05,-0.065343,-0.065343,48944,48944,-0.065343,-0.065343,48944,48944,-4.8732e-09,-3.1701e-09,-1.5166e-08,0,-0.062333,-0.049235,-49955,48944
