"Time","avg(qr)","avg(radHeatFlux (0))","avg(radHeatFlux (1))","avg(radHeatFlux (2))","avg(radHeatFlux (Magnitude))","max(qr)","max(radHeatFlux (0))","max(radHeatFlux (1))","max(radHeatFlux (2))","max(radHeatFlux (Magnitude))","med(qr)","med(radHeatFlux (0))","med(radHeatFlux (1))","med(radHeatFlux (2))","med(radHeatFlux (Magnitude))","min(qr)","min(radHeatFlux (0))","min(radHeatFlux (1))","min(radHeatFlux (2))","min(radHeatFlux (Magnitude))","q1(qr)","q1(radHeatFlux (0))","q1(radHeatFlux (1))","q1(radHeatFlux (2))","q1(radHeatFlux (Magnitude))","q3(qr)","q3(radHeatFlux (0))","q3(radHeatFlux (1))","q3(radHeatFlux (2))","q3(radHeatFlux (Magnitude))","std(qr)","std(radHeatFlux (0))","std(radHeatFlux (1))","std(radHeatFlux (2))","std(radHeatFlux (Magnitude))"
550,0,-0.0061623,-0.0061623,3306.4,3306.4,0,18.828,18.828,4497.1,4497.1,0,-0.0087175,-0.0087175,3242.5,3242.5,0,-18.812,-18.812,2375,2375,0,-0.025981,-0.025981,2521.3,2521.3,0,0.0061673,0.0061673,4048,4048,0,3.4171,3.4171,747.39,747.39
600,0,-0.0053902,-0.0053902,3310.7,3310.7,0,18.265,18.265,4367.4,4367.4,0,-0.0078734,-0.0078734,3292.3,3292.3,0,-18.251,-18.251,2407,2407,0,-0.022807,-0.022807,2611.2,2611.2,0,0.0064957,0.0064957,3978.6,3978.6,0,3.3375,3.3375,678.68,678.68
650,0,-0.019199,-0.019199,3313.7,3313.8,0,17.779,17.779,4258.6,4258.6,0,-0.02089,-0.02089,3326.4,3326.4,0,-17.729,-17.729,2446.3,2446.3,0,-0.13675,-0.13675,2688.8,2688.8,0,0.080961,0.080961,3917,3917,0,3.2715,3.2715,618.63,618.63
700,0,-0.022788,-0.022788,3315.9,3315.9,0,17.384,17.384,4166.2,4166.2,0,-0.024517,-0.024517,3349.1,3349.1,0,-17.337,-17.337,2490.2,2490.2,0,-0.1446,-0.1446,2755.6,2755.6,0,0.076134,0.076134,3862.1,3862.1,0,3.2267,3.2267,565.39,565.39
750,0,-0.021254,-0.021254,3317.3,3317.3,0,17.044,17.044,4087,4087,0,-0.022565,-0.022565,3363.5,3363.5,0,-17.004,-17.004,2536.7,2536.7,0,-0.13368,-0.13368,2813.3,2813.3,0,0.076297,0.076297,3813,3813,0,3.193,3.193,517.65,517.65
800,0,-0.01923,-0.01923,3318.2,3318.2,0,16.75,16.75,4018.3,4018.4,0,-0.024487,-0.024487,3372,3372,0,-16.715,-16.715,2584.1,2584.1,0,-0.11998,-0.11998,2863.3,2863.3,0,0.075693,0.075693,3768.8,3768.8,0,3.1682,3.1682,474.48,474.48
850,0,-0.017358,-0.017358,3318.7,3318.7,0,16.494,16.494,3958.3,3958.4,0,-0.022506,-0.022506,3376.4,3376.4,0,-16.463,-16.463,2631.4,2631.5,0,-0.11397,-0.11397,2906.8,2906.8,0,0.069519,0.069519,3728.9,3728.9,0,3.1503,3.1503,435.21,435.21
900,0,-0.015705,-0.015705,3319,3319,0,16.268,16.268,3905.4,3905.4,0,-0.019504,-0.019504,3377.7,3377.7,0,-16.241,-16.241,2677.8,2677.8,0,-0.10421,-0.10421,2945,2945,0,0.06563,0.06563,3692.7,3692.7,0,3.1379,3.1379,399.34,399.34
950,0,-0.014251,-0.014251,3319,3319,0,16.068,16.068,3858.4,3858.5,0,-0.017024,-0.017024,3377,3377,0,-16.044,-16.044,2722.5,2722.5,0,-0.09524,-0.09524,2978.6,2978.6,0,0.061002,0.061002,3659.9,3659.9,0,3.1295,3.1295,366.48,366.48
1000,0,-0.012964,-0.012964,3318.9,3318.9,0,15.89,15.89,3816.5,3816.5,0,-0.017893,-0.017893,3374.9,3374.9,0,-15.868,-15.868,2765.2,2765.3,0,-0.087188,-0.087188,3008.4,3008.4,0,0.05665,0.05665,3630,3630,0,3.1243,3.1243,336.32,336.32
1050,0,-0.011819,-0.011819,3318.7,3318.7,0,15.73,15.73,3778.8,3778.8,0,-0.01606,-0.01606,3371.8,3371.8,0,-15.71,-15.71,2805.8,2805.8,0,-0.080675,-0.080675,3035,3035,0,0.052388,0.052388,3602.7,3602.7,0,3.1215,3.1215,308.62,308.62
1100,0,-0.010795,-0.010795,3318.4,3318.4,0,15.586,15.586,3744.8,3744.9,0,-0.014476,-0.014476,3368.3,3368.3,0,-15.568,-15.568,2844,2844,0,-0.074033,-0.074033,3058.9,3058.9,0,0.048645,0.048645,3577.7,3577.7,0,3.1204,3.1204,283.16,283.16
1150,0,-0.0098725,-0.0098725,3318.1,3318.1,0,15.455,15.455,3714.1,3714.1,0,-0.013095,-0.013095,3364.4,3364.4,0,-15.439,-15.439,2879.8,2879.8,0,-0.069328,-0.069328,3080.4,3080.4,0,0.044349,0.044349,3554.9,3554.9,0,3.1207,3.1207,259.75,259.76
1200,0,-0.0090376,-0.0090376,3317.7,3317.7,0,15.337,15.337,3686.1,3686.1,0,-0.011594,-0.011594,3360.4,3360.4,0,-15.322,-15.322,2913.2,2913.2,0,-0.063306,-0.063306,3099.8,3099.8,0,0.040473,0.040473,3534,3534,0,3.1218,3.1218,238.25,238.25
1250,0,-0.0082792,-0.0082792,3317.4,3317.4,0,15.229,15.229,3660.7,3660.7,0,-0.009828,-0.009828,3356.5,3356.5,0,-15.216,-15.216,2944.3,2944.3,0,-0.059074,-0.059074,3117.4,3117.4,0,0.036981,0.036981,3514.8,3514.8,0,3.1236,3.1236,218.48,218.48
1300,0,-0.0075886,-0.0075886,3317.1,3317.1,0,15.131,15.131,3637.5,3637.5,0,-0.008246,-0.008246,3352.6,3352.6,0,-15.119,-15.119,2973.1,2973.1,0,-0.054104,-0.054104,3133.4,3133.4,0,0.033822,0.033822,3497.2,3497.2,0,3.1259,3.1259,200.33,200.33
1350,0,-0.0069592,-0.0069592,3316.7,3316.7,0,15.041,15.041,3616.3,3616.3,0,-0.00709,-0.00709,3348.9,3348.9,0,-15.03,-15.03,2999.8,2999.8,0,-0.050415,-0.050415,3148,3148,0,0.030952,0.030952,3481.1,3481.1,0,3.1284,3.1284,183.67,183.67
1400,0,-0.0063819,-0.0063819,3316.4,3316.4,0,14.959,14.959,3596.9,3596.9,0,-0.0064584,-0.0064584,3345.4,3345.4,0,-14.949,-14.949,3024.4,3024.4,0,-0.046216,-0.046216,3161.3,3161.3,0,0.028925,0.028925,3466.3,3466.3,0,3.131,3.131,168.38,168.38
1450,0,-0.0058528,-0.0058528,3316.1,3316.1,0,14.884,14.884,3579.2,3579.2,0,-0.0058928,-0.0058928,3342.1,3342.1,0,-14.875,-14.875,3047.2,3047.2,0,-0.042374,-0.042374,3173.4,3173.4,0,0.026533,0.026533,3452.7,3452.7,0,3.1337,3.1337,154.37,154.37
1500,0,-0.0053688,-0.0053688,3315.9,3315.9,0,14.816,14.816,3562.9,3563,0,-0.0060606,-0.0060606,3339,3339,0,-14.807,-14.807,3068.1,3068.1,0,-0.038854,-0.038854,3184.5,3184.5,0,0.02433,0.02433,3440.3,3440.3,0,3.1364,3.1364,141.53,141.53
1550,0,-0.0049247,-0.0049247,3315.6,3315.6,0,14.752,14.752,3548.1,3548.1,0,-0.0054288,-0.0054288,3336.1,3336.1,0,-14.745,-14.745,3087.3,3087.3,0,-0.035627,-0.035627,3194.7,3194.7,0,0.022318,0.022318,3428.8,3428.8,0,3.139,3.139,129.77,129.77
1600,0,-0.0045153,-0.0045153,3315.4,3315.4,0,14.695,14.695,3534.4,3534.5,0,-0.0044899,-0.0044899,3333.5,3333.5,0,-14.688,-14.688,3105,3105,0,-0.033187,-0.033187,3204,3204,0,0.020477,0.020477,3418.4,3418.4,0,3.1416,3.1416,119.02,119.02
1650,0,-0.0041401,-0.0041401,3315.2,3315.2,0,14.642,14.642,3521.9,3522,0,-0.0039835,-0.0039835,3331,3331,0,-14.635,-14.635,3121.3,3121.3,0,-0.030441,-0.030441,3212.5,3212.5,0,0.018788,0.018788,3408.7,3408.7,0,3.144,3.144,109.19,109.19
1700,0,-0.0037953,-0.0037953,3315,3315,0,14.594,14.594,3510.5,3510.5,0,-0.003521,-0.003521,3328.8,3328.8,0,-14.587,-14.587,3136.2,3136.2,0,-0.027916,-0.027916,3220.3,3220.3,0,0.017231,0.017231,3399.9,3399.9,0,3.1463,3.1463,100.22,100.22
1750,0,-0.0034786,-0.0034786,3314.8,3314.8,0,14.549,14.549,3500,3500,0,-0.0033237,-0.0033237,3326.7,3326.7,0,-14.543,-14.543,3149.9,3149.9,0,-0.025595,-0.025595,3228.9,3229,0,0.015797,0.015797,3391.9,3391.9,0,3.1485,3.1485,92.045,92.047
1800,0,-0.0031891,-0.0031891,3314.6,3314.6,0,14.508,14.508,3490.3,3490.4,0,-0.0032312,-0.0032312,3324.8,3324.8,0,-14.503,-14.503,3162.4,3162.4,0,-0.023462,-0.023462,3238.8,3238.9,0,0.014621,0.014621,3384.4,3384.4,0,3.1505,3.1505,84.598,84.599
1850,0,-0.0029211,-0.0029211,3314.4,3314.4,0,14.471,14.471,3481.5,3481.5,0,-0.0029041,-0.0029041,3323.1,3323.1,0,-14.466,-14.466,3173.9,3173.9,0,-0.021502,-0.021502,3247.9,3247.9,0,0.013598,0.013598,3377.7,3377.7,0,3.1525,3.1525,77.826,77.827
1900,0,-0.0026759,-0.0026759,3314.3,3314.3,0,14.437,14.437,3473.4,3473.5,0,-0.0026605,-0.0026605,3321.5,3321.5,0,-14.433,-14.433,3184.4,3184.4,0,-0.019702,-0.019702,3255.7,3255.7,0,0.012478,0.012478,3371.4,3371.4,0,3.1543,3.1543,71.678,71.68
1950,0,-0.0024509,-0.0024509,3314.2,3314.2,0,14.406,14.406,3466,3466.1,0,-0.0024372,-0.0024372,3320,3320,0,-14.402,-14.402,3194.1,3194.1,0,-0.01805,-0.01805,3263.3,3263.3,0,0.011425,0.011425,3365.8,3365.8,0,3.1559,3.1559,66.107,66.109
2000,0,-0.0037131,-0.0037131,3314,3314.1,0,14.377,14.377,3459.4,3459.4,0,-0.0032917,-0.0032917,3318.7,3318.7,0,-14.37,-14.37,3202.8,3202.8,0,-0.030776,-0.030776,3268.8,3268.8,0,0.019653,0.019653,3360.6,3360.6,0,3.1576,3.1576,61.17,61.173
2050,0,-0.0038856,-0.0038856,3313.9,3313.9,0,14.352,14.352,3453.4,3453.4,0,-0.0036847,-0.0036847,3317.4,3317.4,0,-14.345,-14.345,3210.7,3210.7,0,-0.029491,-0.029491,3271.7,3271.7,0,0.018279,0.018279,3356,3356,0,3.1591,3.1591,56.738,56.741
2100,0,-0.0036564,-0.0036564,3313.8,3313.8,0,14.328,14.328,3447.8,3447.9,0,-0.0033782,-0.0033782,3316.3,3316.3,0,-14.322,-14.322,3218,3218,0,-0.027123,-0.027123,3274.4,3274.4,0,0.016767,0.016767,3351.7,3351.7,0,3.1604,3.1604,52.737,52.74
2150,0,-0.0033764,-0.0033764,3313.7,3313.7,0,14.307,14.307,3442.7,3442.8,0,-0.0033061,-0.0033061,3315.3,3315.3,0,-14.301,-14.301,3224.7,3224.7,0,-0.024899,-0.024899,3276.9,3276.9,0,0.01538,0.01538,3347.8,3347.8,0,3.1617,3.1617,49.139,49.142
2200,0,-0.0031036,-0.0031036,3313.7,3313.7,0,14.287,14.287,3438.1,3438.1,0,-0.0031228,-0.0031228,3314.7,3314.7,0,-14.282,-14.282,3230.8,3230.8,0,-0.022849,-0.022849,3279.2,3279.2,0,0.014456,0.014456,3344.2,3344.2,0,3.1628,3.1628,45.911,45.915
2250,0,-0.0028469,-0.0028469,3313.6,3313.6,0,14.269,14.269,3433.8,3433.8,0,-0.0028352,-0.0028352,3317.1,3317.1,0,-14.264,-14.264,3236.4,3236.4,0,-0.020964,-0.020964,3281.3,3281.3,0,0.01326,0.01326,3340.8,3340.8,0,3.1638,3.1638,43.028,43.032
2300,0,-0.0026134,-0.0026134,3313.5,3313.5,0,14.252,14.252,3429.8,3429.8,0,-0.0026058,-0.0026058,3319,3319,0,-14.248,-14.248,3241.5,3241.5,0,-0.019231,-0.019231,3283.2,3283.2,0,0.012192,0.012192,3337.4,3337.4,0,3.1647,3.1647,40.462,40.466
2350,0,-0.0023953,-0.0023953,3313.5,3313.5,0,14.237,14.237,3426.2,3426.2,0,-0.0023934,-0.0023934,3317.8,3317.8,0,-14.233,-14.233,3246.2,3246.2,0,-0.017639,-0.017639,3285,3285,0,0.011177,0.011177,3334.4,3334.4,0,3.1656,3.1656,38.188,38.193
2400,0,-0.0029976,-0.0029976,3313.4,3313.4,0,14.223,14.223,3422.9,3422.9,0,-0.0029551,-0.0029551,3316.7,3316.7,0,-14.218,-14.218,3250.4,3250.4,0,-0.023396,-0.023396,3286.6,3286.6,0,0.014929,0.014929,3333.1,3333.1,0,3.1665,3.1665,36.221,36.226
2450,0,-0.0029098,-0.0029098,3313.3,3313.3,0,14.21,14.21,3420,3420,0,-0.0028336,-0.0028336,3315.7,3315.7,0,-14.206,-14.206,3254.3,3254.3,0,-0.021725,-0.021725,3288,3288,0,0.013757,0.013757,3331.7,3331.7,0,3.1672,3.1672,34.524,34.529
2500,0,-0.0026992,-0.0026992,3313.3,3313.3,0,14.199,14.199,3417.2,3417.2,0,-0.0026747,-0.0026747,3314.7,3314.7,0,-14.194,-14.194,3257.9,3257.9,0,-0.01995,-0.01995,3289.4,3289.4,0,0.012621,0.012621,3329.4,3329.4,0,3.1679,3.1679,32.99,32.995
2550,0,-0.0024914,-0.0024914,3313.2,3313.2,0,14.188,14.188,3414.7,3414.7,0,-0.0024839,-0.0024839,3313.9,3313.9,0,-14.184,-14.184,3261.1,3261.1,0,-0.018353,-0.018353,3290.6,3290.6,0,0.011636,0.011636,3327.4,3327.4,0,3.1685,3.1685,31.691,31.697
2600,0,-0.0026644,-0.0026644,3313.2,3313.2,0,14.178,14.178,3412.4,3412.4,0,-0.002509,-0.002509,3313.1,3313.1,0,-14.174,-14.174,3264.1,3264.1,0,-0.020974,-0.020974,3291.7,3291.7,0,0.013329,0.013329,3325.6,3325.6,0,3.1691,3.1691,30.557,30.563
2650,0,-0.0026753,-0.0026753,3313.2,3313.2,0,14.17,14.17,3410.4,3410.4,0,-0.0025935,-0.0025935,3312.4,3312.4,0,-14.165,-14.165,3266.8,3266.8,0,-0.020118,-0.020118,3292.8,3292.8,0,0.012753,0.012753,3323.9,3323.9,0,3.1696,3.1696,29.604,29.61
2700,0,-0.0025085,-0.0025085,3313.1,3313.1,0,14.162,14.162,3408.4,3408.5,0,-0.0024822,-0.0024822,3311.8,3311.8,0,-14.158,-14.158,3269.3,3269.3,0,-0.018561,-0.018561,3294.4,3294.4,0,0.011769,0.011769,3322.4,3322.4,0,3.1701,3.1701,28.779,28.786
2750,0,-0.0023195,-0.0023195,3313.1,3313.1,0,14.154,14.154,3406.7,3406.7,0,-0.0023359,-0.0023359,3311.2,3311.2,0,-14.151,-14.151,3271.5,3271.5,0,-0.017096,-0.017096,3295.9,3295.9,0,0.010832,0.010832,3321,3321,0,3.1705,3.1705,28.07,28.077
2800,0,-0.0025444,-0.0025444,3313.1,3313.1,0,14.148,14.148,3405.1,3405.2,0,-0.0024719,-0.0024719,3310.6,3310.6,0,-14.143,-14.143,3273.6,3273.6,0,-0.019148,-0.019148,3297,3297,0,0.012156,0.012156,3319.7,3319.7,0,3.171,3.171,27.484,27.491
2850,0,-0.0023914,-0.0023914,3313.1,3313.1,0,14.141,14.141,3403.7,3403.7,0,-0.0023715,-0.0023715,3310.2,3310.2,0,-14.138,-14.138,3275.5,3275.5,0,-0.017708,-0.017708,3297.6,3297.6,0,0.011229,0.011229,3318.5,3318.5,0,3.1713,3.1713,26.982,26.989
2900,0,-0.0024928,-0.0024928,3313,3313,0,14.136,14.136,3402.4,3402.4,0,-0.0024034,-0.0024034,3309.7,3309.7,0,-14.132,-14.132,3277.1,3277.2,0,-0.018996,-0.018996,3298.1,3298.1,0,0.012109,0.012109,3317.5,3317.5,0,3.1717,3.1717,26.565,26.573
2950,0,-0.0023762,-0.0023762,3313,3313,0,14.131,14.131,3401.1,3401.2,0,-0.0023464,-0.0023464,3309.3,3309.3,0,-14.127,-14.127,3278.8,3278.8,0,-0.017653,-0.017653,3298.6,3298.6,0,0.011196,0.011196,3316.5,3316.5,0,3.172,3.172,26.206,26.214
3000,0,-0.0024388,-0.0024388,3313,3313,0,14.126,14.126,3400.1,3400.1,0,-0.0023583,-0.0023583,3308.9,3308.9,0,-14.122,-14.122,3280.1,3280.2,0,-0.018497,-0.018497,3299,3299,0,0.011774,0.011774,3315.6,3315.6,0,3.1723,3.1723,25.919,25.927
3050,0,-0.0023235,-0.0023235,3313,3313,0,14.122,14.122,3399.1,3399.1,0,-0.0022985,-0.0022985,3308.6,3308.6,0,-14.118,-14.118,3281.4,3281.4,0,-0.017254,-0.017254,3299.4,3299.4,0,0.010943,0.010943,3314.8,3314.8,0,3.1725,3.1725,25.678,25.686
3100,0,-0.0023691,-0.0023691,3313,3313,0,14.118,14.118,3398.1,3398.2,0,-0.0023141,-0.0023141,3308,3308,0,-14.114,-14.114,3282.6,3282.6,0,-0.017769,-0.017769,3299.8,3299.8,0,0.011274,0.011274,3314,3314,0,3.1728,3.1728,25.472,25.479
3150,0,-0.0023768,-0.0023768,3312.9,3312.9,0,14.115,14.115,3397.3,3397.3,0,-0.0022993,-0.0022993,3307.7,3307.7,0,-14.111,-14.111,3283.7,3283.7,0,-0.018013,-0.018013,3300.1,3300.1,0,0.011465,0.011465,3313.3,3313.3,0,3.173,3.173,25.303,25.311
3200,0,-0.0023647,-0.0023647,3312.9,3312.9,0,14.111,14.111,3396.5,3396.6,0,-0.0022743,-0.0022743,3307.1,3307.1,0,-14.107,-14.107,3284.7,3284.7,0,-0.017886,-0.017886,3300.4,3300.4,0,0.011389,0.011389,3312.7,3312.7,0,3.1732,3.1732,25.164,25.172
3250,0,-0.0022923,-0.0022923,3312.9,3312.9,0,14.109,14.109,3395.9,3396,0,-0.002273,-0.002273,3306.9,3306.9,0,-14.105,-14.105,3285.5,3285.5,0,-0.017095,-0.017095,3300.6,3300.6,0,0.010841,0.010841,3312.2,3312.2,0,3.1733,3.1733,25.061,25.069
3300,0,-0.0022903,-0.0022903,3312.9,3312.9,0,14.106,14.106,3395.3,3395.3,0,-0.0022639,-0.0022639,3306.7,3306.7,0,-14.102,-14.102,3286.4,3286.4,0,-0.017114,-0.017114,3300.9,3300.9,0,0.010851,0.010851,3311.7,3311.7,0,3.1735,3.1735,24.969,24.977
3350,0,-0.0023414,-0.0023414,3312.9,3312.9,0,14.103,14.103,3394.7,3394.7,0,-0.002223,-0.002223,3306.5,3306.5,0,-14.099,-14.099,3287.2,3287.2,0,-0.01789,-0.01789,3301.1,3301.1,0,0.011371,0.011371,3311.2,3311.2,0,3.1737,3.1737,24.887,24.895
3400,0,-0.0023162,-0.0023162,3312.9,3312.9,0,14.101,14.101,3394.2,3394.2,0,-0.0022237,-0.0022237,3306.4,3306.4,0,-14.097,-14.097,3287.8,3287.8,0,-0.017499,-0.017499,3301.3,3301.3,0,0.011132,0.011132,3310.8,3310.8,0,3.1738,3.1738,24.83,24.839
3450,0,-0.0022913,-0.0022913,3312.9,3312.9,0,14.099,14.099,3393.7,3393.8,0,-0.0022108,-0.0022108,3306.3,3306.3,0,-14.096,-14.096,3288.4,3288.4,0,-0.017296,-0.017296,3301.5,3301.5,0,0.010992,0.010992,3310.4,3310.4,0,3.1739,3.1739,24.781,24.789
3500,0,-0.002266,-0.002266,3312.9,3312.9,0,14.098,14.098,3393.3,3393.3,0,-0.002309,-0.002309,3306.1,3306.1,0,-14.094,-14.094,3289,3289,0,-0.017006,-0.017006,3301.7,3301.7,0,0.010788,0.010788,3310.1,3310.1,0,3.1741,3.1741,24.742,24.751
3550,0,-0.0022699,-0.0022699,3312.9,3312.9,0,14.096,14.096,3392.9,3392.9,0,-0.0022667,-0.0022667,3306,3306,0,-14.092,-14.092,3289.5,3289.5,0,-0.017126,-0.017126,3301.8,3301.8,0,0.01088,0.01088,3309.7,3309.7,0,3.1742,3.1742,24.711,24.719
3600,0,-0.0022699,-0.0022699,3312.9,3312.9,0,14.094,14.094,3392.6,3392.6,0,-0.002271,-0.002271,3305.9,3305.9,0,-14.091,-14.091,3290,3290,0,-0.017128,-0.017128,3302,3302,0,0.01089,0.01089,3309.5,3309.5,0,3.1743,3.1743,24.687,24.695
3650,0,-0.0022526,-0.0022526,3312.8,3312.8,0,14.093,14.093,3392.2,3392.3,0,-0.0023245,-0.0023245,3305.8,3305.8,0,-14.089,-14.089,3290.4,3290.4,0,-0.016998,-0.016998,3302.1,3302.1,0,0.010807,0.010807,3309.2,3309.2,0,3.1744,3.1744,24.667,24.676
3700,0,-0.0022631,-0.0022631,3312.8,3312.8,0,14.092,14.092,3392,3392,0,-0.0022517,-0.0022517,3305.8,3305.8,0,-14.088,-14.088,3290.8,3290.8,0,-0.017193,-0.017193,3302.2,3302.2,0,0.010961,0.010961,3309,3309,0,3.1745,3.1745,24.654,24.662
3750,0,-0.002255,-0.002255,3312.8,3312.8,0,14.091,14.091,3391.7,3391.7,0,-0.0022875,-0.0022875,3305.7,3305.7,0,-14.087,-14.087,3291.1,3291.1,0,-0.017127,-0.017127,3302.3,3302.3,0,0.010934,0.010934,3308.8,3308.8,0,3.1746,3.1746,24.643,24.652
3800,0,-0.0022345,-0.0022345,3312.8,3312.8,0,14.09,14.09,3391.5,3391.5,0,-0.0023745,-0.0023745,3305.6,3305.6,0,-14.086,-14.086,3291.4,3291.4,0,-0.016919,-0.016919,3302.3,3302.3,0,0.010798,0.010798,3308.6,3308.6,0,3.1746,3.1746,24.637,24.646
3850,0,-0.0022315,-0.0022315,3312.8,3312.8,0,14.089,14.089,3391.3,3391.4,0,-0.0023842,-0.0023842,3305.6,3305.6,0,-14.086,-14.086,3291.7,3291.7,0,-0.016907,-0.016907,3302.1,3302.1,0,0.010818,0.010818,3308.4,3308.4,0,3.1747,3.1747,24.633,24.641
3900,0,-0.002221,-0.002221,3312.8,3312.8,0,14.088,14.088,3391.1,3391.2,0,-0.0024179,-0.0024179,3305.5,3305.5,0,-14.085,-14.085,3291.9,3291.9,0,-0.016816,-0.016816,3302.4,3302.4,0,0.01078,0.01078,3308.3,3308.3,0,3.1748,3.1748,24.63,24.639
3950,0,-0.0022135,-0.0022135,3312.8,3312.8,0,14.088,14.088,3391,3391,0,-0.002441,-0.002441,3305.4,3305.4,0,-14.084,-14.084,3292.1,3292.1,0,-0.016753,-0.016753,3302.6,3302.6,0,0.010781,0.010781,3308.2,3308.2,0,3.1748,3.1748,24.63,24.639
4000,0,-0.0022036,-0.0022036,3312.8,3312.8,0,14.087,14.087,3390.9,3390.9,0,-0.0024615,-0.0024615,3305.4,3305.4,0,-14.084,-14.084,3292.3,3292.3,0,-0.016662,-0.016662,3302.6,3302.6,0,0.010793,0.010793,3308.1,3308.1,0,3.1749,3.1749,24.63,24.639
4050,0,-0.0021903,-0.0021903,3312.8,3312.8,0,14.087,14.087,3390.8,3390.8,0,-0.0023839,-0.0023839,3305.4,3305.4,0,-14.083,-14.083,3292.5,3292.5,0,-0.016543,-0.016543,3302.6,3302.6,0,0.010776,0.010776,3308,3308,0,3.175,3.175,24.634,24.642
4100,0,-0.0021803,-0.0021803,3312.8,3312.8,0,14.087,14.087,3390.7,3390.7,0,-0.0023242,-0.0023242,3305.3,3305.3,0,-14.083,-14.083,3292.6,3292.6,0,-0.01652,-0.01652,3302.6,3302.6,0,0.010725,0.010725,3307.9,3307.9,0,3.175,3.175,24.636,24.644
