"avg(E)","avg(radHeatFlux (0))","avg(radHeatFlux (1))","avg(radHeatFlux (2))","avg(radHeatFlux (Magnitude))","avg(radHeatFlux1 (0))","avg(radHeatFlux1 (1))","avg(radHeatFlux1 (2))","avg(radHeatFlux1 (Magnitude))","avg(radHeatFlux2 (0))","avg(radHeatFlux2 (1))","avg(radHeatFlux2 (2))","avg(radHeatFlux2 (Magnitude))","avg(radHeatFlux3 (0))","avg(radHeatFlux3 (1))","avg(radHeatFlux3 (2))","avg(radHeatFlux3 (Magnitude))","max(E)","max(radHeatFlux (0))","max(radHeatFlux (1))","max(radHeatFlux (2))","max(radHeatFlux (Magnitude))","max(radHeatFlux1 (0))","max(radHeatFlux1 (1))","max(radHeatFlux1 (2))","max(radHeatFlux1 (Magnitude))","max(radHeatFlux2 (0))","max(radHeatFlux2 (1))","max(radHeatFlux2 (2))","max(radHeatFlux2 (Magnitude))","max(radHeatFlux3 (0))","max(radHeatFlux3 (1))","max(radHeatFlux3 (2))","max(radHeatFlux3 (Magnitude))","med(E)","med(radHeatFlux (0))","med(radHeatFlux (1))","med(radHeatFlux (2))","med(radHeatFlux (Magnitude))","med(radHeatFlux1 (0))","med(radHeatFlux1 (1))","med(radHeatFlux1 (2))","med(radHeatFlux1 (Magnitude))","med(radHeatFlux2 (0))","med(radHeatFlux2 (1))","med(radHeatFlux2 (2))","med(radHeatFlux2 (Magnitude))","med(radHeatFlux3 (0))","med(radHeatFlux3 (1))","med(radHeatFlux3 (2))","med(radHeatFlux3 (Magnitude))","min(E)","min(radHeatFlux (0))","min(radHeatFlux (1))","min(radHeatFlux (2))","min(radHeatFlux (Magnitude))","min(radHeatFlux1 (0))","min(radHeatFlux1 (1))","min(radHeatFlux1 (2))","min(radHeatFlux1 (Magnitude))","min(radHeatFlux2 (0))","min(radHeatFlux2 (1))","min(radHeatFlux2 (2))","min(radHeatFlux2 (Magnitude))","min(radHeatFlux3 (0))","min(radHeatFlux3 (1))","min(radHeatFlux3 (2))","min(radHeatFlux3 (Magnitude))"
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
1.5061e+07,0.001541,0.001541,11184,11184,0.001541,0.001541,11184,11184,-1.1215e-12,8.7499e-12,3.1555e-15,7.4936e-11,-0.001541,-0.001541,-11184,11184,2.5022e+07,3.6034,3.6034,11205,11205,3.6034,3.6034,11205,11205,4.1393e-11,7.2146e-11,1.384e-10,1.6486e-10,3.5971,3.5971,-11178,11205,1.5061e+07,0.0033776,0.0033776,11182,11182,0.0033776,0.0033776,11182,11182,0,0,0,6.5686e-11,-0.0033776,-0.0033776,-11182,11182,5.1016e+06,-3.5971,-3.5971,11178,11178,-3.5971,-3.5971,11178,11178,-6.5441e-11,-5.1566e-11,-1.6372e-10,0,-3.6034,-3.6034,-11205,11178
