"avg(E)","avg(radHeatFlux (0))","avg(radHeatFlux (1))","avg(radHeatFlux (2))","avg(radHeatFlux (Magnitude))","avg(radHeatFlux1 (0))","avg(radHeatFlux1 (1))","avg(radHeatFlux1 (2))","avg(radHeatFlux1 (Magnitude))","avg(radHeatFlux2 (0))","avg(radHeatFlux2 (1))","avg(radHeatFlux2 (2))","avg(radHeatFlux2 (Magnitude))","avg(radHeatFlux3 (0))","avg(radHeatFlux3 (1))","avg(radHeatFlux3 (2))","avg(radHeatFlux3 (Magnitude))","max(E)","max(radHeatFlux (0))","max(radHeatFlux (1))","max(radHeatFlux (2))","max(radHeatFlux (Magnitude))","max(radHeatFlux1 (0))","max(radHeatFlux1 (1))","max(radHeatFlux1 (2))","max(radHeatFlux1 (Magnitude))","max(radHeatFlux2 (0))","max(radHeatFlux2 (1))","max(radHeatFlux2 (2))","max(radHeatFlux2 (Magnitude))","max(radHeatFlux3 (0))","max(radHeatFlux3 (1))","max(radHeatFlux3 (2))","max(radHeatFlux3 (Magnitude))","med(E)","med(radHeatFlux (0))","med(radHeatFlux (1))","med(radHeatFlux (2))","med(radHeatFlux (Magnitude))","med(radHeatFlux1 (0))","med(radHeatFlux1 (1))","med(radHeatFlux1 (2))","med(radHeatFlux1 (Magnitude))","med(radHeatFlux2 (0))","med(radHeatFlux2 (1))","med(radHeatFlux2 (2))","med(radHeatFlux2 (Magnitude))","med(radHeatFlux3 (0))","med(radHeatFlux3 (1))","med(radHeatFlux3 (2))","med(radHeatFlux3 (Magnitude))","min(E)","min(radHeatFlux (0))","min(radHeatFlux (1))","min(radHeatFlux (2))","min(radHeatFlux (Magnitude))","min(radHeatFlux1 (0))","min(radHeatFlux1 (1))","min(radHeatFlux1 (2))","min(radHeatFlux1 (Magnitude))","min(radHeatFlux2 (0))","min(radHeatFlux2 (1))","min(radHeatFlux2 (2))","min(radHeatFlux2 (Magnitude))","min(radHeatFlux3 (0))","min(radHeatFlux3 (1))","min(radHeatFlux3 (2))","min(radHeatFlux3 (Magnitude))"
1.4455e+07,-0.011494,-0.011494,11217,11217,-0.011494,-0.011494,11217,11217,-9.3318e-13,8.5561e-12,3.542e-14,7.1618e-11,0.011494,0.011494,-11217,11217,2.4773e+07,3.8753,3.8753,11950,11950,3.8753,3.8753,11950,11950,4.1021e-11,6.8775e-11,1.3465e-10,1.5436e-10,3.8477,3.8477,-10240,11950,1.4283e+07,-0.0096358,-0.0096358,11312,11312,-0.0096358,-0.0096358,11312,11312,0,0,0,6.3624e-11,0.0096358,0.0096358,-11312,11312,4.7176e+06,-3.8477,-3.8477,10240,10240,-3.8477,-3.8477,10240,10240,-6.3686e-11,-4.936e-11,-1.533e-10,0,-3.8753,-3.8753,-11950,10240
1.4563e+07,-0.0085109,-0.0085109,11214,11214,-0.0085109,-0.0085109,11214,11214,-9.6598e-13,8.5922e-12,3.0241e-14,7.2201e-11,0.0085109,0.0085109,-11214,11214,2.482e+07,3.8194,3.8194,11810,11810,3.8194,3.8194,11810,11810,4.1091e-11,6.9385e-11,1.3524e-10,1.5614e-10,3.7996,3.7996,-10400,11810,1.4426e+07,-0.0069905,-0.0069905,11298,11298,-0.0069905,-0.0069905,11298,11298,0,0,0,6.4168e-11,0.0069905,0.0069905,-11298,11298,4.7734e+06,-3.7996,-3.7996,10400,10400,-3.7996,-3.7996,10400,10400,-6.4013e-11,-4.9762e-11,-1.5506e-10,0,-3.8194,-3.8194,-11810,10400
1.4652e+07,-0.0060455,-0.0060455,11210,11210,-0.0060455,-0.0060455,11210,11210,-9.9331e-13,8.6213e-12,2.5748e-14,7.2685e-11,0.0060455,0.0060455,-11210,11210,2.4858e+07,3.775,3.775,11698,11698,3.775,3.775,11698,11698,4.1147e-11,6.9884e-11,1.3572e-10,1.5764e-10,3.7614,3.7614,-10536,11698,1.4542e+07,-0.004487,-0.004487,11282,11282,-0.004487,-0.004487,11282,11282,0,0,0,6.4667e-11,0.004487,0.004487,-11282,11282,4.8241e+06,-3.7614,-3.7614,10536,10536,-3.7614,-3.7614,10536,10536,-6.4276e-11,-5.0089e-11,-1.5656e-10,0,-3.775,-3.775,-11698,10536
1.4725e+07,-0.0042145,-0.0042145,11206,11206,-0.0042145,-0.0042145,11206,11206,-1.016e-12,8.6449e-12,2.1902e-14,7.3085e-11,0.0042145,0.0042145,-11206,11206,2.4888e+07,3.7396,3.7396,11608,11608,3.7396,3.7396,11608,11608,4.1192e-11,7.0292e-11,1.3611e-10,1.589e-10,3.7305,3.7305,-10651,11608,1.4636e+07,-0.003019,-0.003019,11267,11267,-0.003019,-0.003019,11267,11267,0,0,0,6.5076e-11,0.003019,0.003019,-11267,11267,4.8689e+06,-3.7305,-3.7305,10651,10651,-3.7305,-3.7305,10651,10651,-6.4489e-11,-5.0357e-11,-1.5781e-10,0,-3.7396,-3.7396,-11608,10651
1.4785e+07,-0.00061784,-0.00061784,11203,11203,-0.00061784,-0.00061784,11203,11203,-1.0348e-12,8.664e-12,1.8619e-14,7.3415e-11,0.00061784,0.00061784,-11203,11203,2.4913e+07,3.7103,3.7103,11534,11534,3.7103,3.7103,11534,11534,4.1229e-11,7.0627e-11,1.3642e-10,1.5995e-10,3.7124,3.7124,-10747,11534,1.4713e+07,-0.0019816,-0.0019816,11254,11254,-0.0019816,-0.0019816,11254,11254,0,0,0,6.5231e-11,0.0019816,0.0019816,-11254,11254,4.9078e+06,-3.7124,-3.7124,10747,10747,-3.7124,-3.7124,10747,10747,-6.4662e-11,-5.0576e-11,-1.5885e-10,0,-3.7103,-3.7103,-11534,10747
1.4835e+07,-0.031078,-0.031078,11200,11200,-0.031078,-0.031078,11200,11200,-1.0503e-12,8.6797e-12,1.5905e-14,7.3688e-11,0.031078,0.031078,-11200,11200,2.4933e+07,3.7348,3.7348,11474,11474,3.7348,3.7348,11474,11474,4.1259e-11,7.0901e-11,1.3667e-10,1.6082e-10,3.6486,3.6486,-10827,11474,1.4776e+07,-0.026389,-0.026389,11242,11242,-0.026389,-0.026389,11242,11242,0,0,0,6.5314e-11,0.026389,0.026389,-11242,11242,4.9409e+06,-3.6486,-3.6486,10827,10827,-3.6486,-3.6486,10827,10827,-6.4804e-11,-5.0755e-11,-1.5972e-10,0,-3.7348,-3.7348,-11474,10827
1.4876e+07,-0.030795,-0.030795,11197,11197,-0.030795,-0.030795,11197,11197,-1.0631e-12,8.6924e-12,1.3678e-14,7.3912e-11,0.030795,0.030795,-11197,11197,2.4949e+07,3.7199,3.7199,11425,11425,3.7199,3.7199,11425,11425,4.1283e-11,7.1127e-11,1.3688e-10,1.6154e-10,3.6385,3.6385,-10893,11425,1.4828e+07,-0.031282,-0.031282,11231,11231,-0.031282,-0.031282,11231,11231,0,0,0,6.5382e-11,0.031282,0.031282,-11231,11231,4.9688e+06,-3.6385,-3.6385,10893,10893,-3.6385,-3.6385,10893,10893,-6.492e-11,-5.0902e-11,-1.6043e-10,0,-3.7199,-3.7199,-11425,10893
1.4909e+07,0.013813,0.013813,11195,11195,0.013813,0.013813,11195,11195,-1.0736e-12,8.7029e-12,1.1782e-14,7.4097e-11,-0.013813,-0.013813,-11195,11195,2.4962e+07,3.6356,3.6356,11385,11385,3.6356,3.6356,11385,11385,4.1303e-11,7.1311e-11,1.3705e-10,1.6214e-10,3.6742,3.6742,-10948,11385,1.487e+07,0.0092773,0.0092773,11223,11223,0.0092773,0.0092773,11223,11223,0,0,0,6.5437e-11,-0.0092773,-0.0092773,-11223,11223,4.9922e+06,-3.6742,-3.6742,10948,10948,-3.6742,-3.6742,10948,10948,-6.5014e-11,-5.1022e-11,-1.6103e-10,0,-3.6356,-3.6356,-11385,10948
1.4937e+07,0.023476,0.023476,11193,11193,0.023476,0.023476,11193,11193,-1.0823e-12,8.7114e-12,1.0234e-14,7.4249e-11,-0.023476,-0.023476,-11193,11193,2.4973e+07,3.6155,3.6155,11352,11352,3.6155,3.6155,11352,11352,4.132e-11,7.1463e-11,1.3719e-10,1.6263e-10,3.6703,3.6703,-10993,11352,1.4905e+07,0.01678,0.01678,11216,11216,0.01678,0.01678,11216,11216,0,0,0,6.5483e-11,-0.01678,-0.01678,-11216,11216,5.0117e+06,-3.6703,-3.6703,10993,10993,-3.6703,-3.6703,10993,10993,-6.5092e-11,-5.1121e-11,-1.6151e-10,0,-3.6155,-3.6155,-11352,10993
1.4959e+07,0.011688,0.011688,11191,11191,0.011688,0.011688,11191,11191,-1.0894e-12,8.7185e-12,8.9709e-15,7.4374e-11,-0.011688,-0.011688,-11191,11191,2.4982e+07,3.6193,3.6193,11325,11325,3.6193,3.6193,11325,11325,4.1333e-11,7.1587e-11,1.3731e-10,1.6303e-10,3.6417,3.6417,-11030,11325,1.4933e+07,0.008884,0.008884,11210,11210,0.008884,0.008884,11210,11210,0,0,0,6.552e-11,-0.008884,-0.008884,-11210,11210,5.0278e+06,-3.6417,-3.6417,11030,11030,-3.6417,-3.6417,11030,11030,-6.5156e-11,-5.1202e-11,-1.6191e-10,0,-3.6193,-3.6193,-11325,11030
1.4978e+07,-0.0049159,-0.0049159,11190,11190,-0.0049159,-0.0049159,11190,11190,-1.0953e-12,8.7242e-12,7.897e-15,7.4476e-11,0.0049159,0.0049159,-11190,11190,2.4989e+07,3.6297,3.6297,11303,11303,3.6297,3.6297,11303,11303,4.1344e-11,7.1689e-11,1.374e-10,1.6337e-10,3.6318,3.6318,-11058,11303,1.4956e+07,-0.0048767,-0.0048767,11205,11205,-0.0048767,-0.0048767,11205,11205,0,0,0,6.555e-11,0.0048767,0.0048767,-11205,11205,5.0411e+06,-3.6318,-3.6318,11058,11058,-3.6318,-3.6318,11058,11058,-6.5208e-11,-5.1269e-11,-1.6224e-10,0,-3.6297,-3.6297,-11303,11058
1.4993e+07,-0.022457,-0.022457,11189,11189,-0.022457,-0.022457,11189,11189,-1.1e-12,8.7289e-12,7.0534e-15,7.456e-11,0.022457,0.022457,-11189,11189,2.4995e+07,3.5926,3.5926,11285,11285,3.5926,3.5926,11285,11285,4.1353e-11,7.1773e-11,1.3748e-10,1.6364e-10,3.6478,3.6478,-11080,11285,1.4976e+07,-0.02022,-0.02022,11200,11200,-0.02022,-0.02022,11200,11200,0,0,0,6.5575e-11,0.02022,0.02022,-11200,11200,5.0521e+06,-3.6478,-3.6478,11080,11080,-3.6478,-3.6478,11080,11080,-6.525e-11,-5.1323e-11,-1.6251e-10,0,-3.5926,-3.5926,-11285,11080
1.5006e+07,-0.007845,-0.007845,11188,11188,-0.007845,-0.007845,11188,11188,-1.104e-12,8.7328e-12,6.2858e-15,7.4629e-11,0.007845,0.007845,-11188,11188,2.5e+07,3.6438,3.6438,11270,11270,3.6438,3.6438,11270,11270,4.136e-11,7.1842e-11,1.3759e-10,1.6386e-10,3.6046,3.6046,-11098,11270,1.4991e+07,-0.012945,-0.012945,11197,11197,-0.012945,-0.012945,11197,11197,0,0,0,6.5595e-11,0.012945,0.012945,-11197,11197,5.0611e+06,-3.6046,-3.6046,11098,11098,-3.6046,-3.6046,11098,11098,-6.5286e-11,-5.1368e-11,-1.6274e-10,0,-3.6438,-3.6438,-11270,11098
1.5016e+07,-0.011717,-0.011717,11187,11187,-0.011717,-0.011717,11187,11187,-1.1072e-12,8.7359e-12,5.7182e-15,7.4686e-11,0.011717,0.011717,-11187,11187,2.5004e+07,3.6541,3.6541,11258,11258,3.6541,3.6541,11258,11258,4.1367e-11,7.1898e-11,1.3774e-10,1.6404e-10,3.6211,3.6211,-11113,11258,1.5004e+07,-0.015816,-0.015816,11194,11194,-0.015816,-0.015816,11194,11194,0,0,0,6.5612e-11,0.015816,0.015816,-11194,11194,5.0685e+06,-3.6211,-3.6211,11113,11113,-3.6211,-3.6211,11113,11113,-6.5314e-11,-5.1404e-11,-1.6292e-10,0,-3.6541,-3.6541,-11258,11113
1.5024e+07,-0.018768,-0.018768,11187,11187,-0.018768,-0.018768,11187,11187,-1.1098e-12,8.7385e-12,5.2791e-15,7.4731e-11,0.018768,0.018768,-11187,11187,2.5007e+07,3.6149,3.6149,11249,11249,3.6149,3.6149,11249,11249,4.1371e-11,7.1943e-11,1.3786e-10,1.6419e-10,3.6037,3.6037,-11125,11249,1.5014e+07,-0.015588,-0.015588,11192,11192,-0.015588,-0.015588,11192,11192,0,0,0,6.5626e-11,0.015588,0.015588,-11192,11192,5.0746e+06,-3.6037,-3.6037,11125,11125,-3.6037,-3.6037,11125,11125,-6.5337e-11,-5.1434e-11,-1.6306e-10,0,-3.6149,-3.6149,-11249,11125
1.5031e+07,0.00031047,0.00031047,11186,11186,0.00031047,0.00031047,11186,11186,-1.112e-12,8.7406e-12,4.8679e-15,7.477e-11,-0.00031047,-0.00031047,-11186,11186,2.501e+07,3.6019,3.6019,11240,11240,3.6019,3.6019,11240,11240,4.1376e-11,7.1981e-11,1.3796e-10,1.6432e-10,3.6084,3.6084,-11135,11240,1.5023e+07,0.00029961,0.00029961,11190,11190,0.00029961,0.00029961,11190,11190,0,0,0,6.5637e-11,-0.00029961,-0.00029961,-11190,11190,5.0796e+06,-3.6084,-3.6084,11135,11135,-3.6084,-3.6084,11135,11135,-6.5357e-11,-5.1459e-11,-1.6319e-10,0,-3.6019,-3.6019,-11240,11135
1.5037e+07,0.010163,0.010163,11186,11186,0.010163,0.010163,11186,11186,-1.1138e-12,8.7424e-12,4.5522e-15,7.4801e-11,-0.010163,-0.010163,-11186,11186,2.5012e+07,3.6011,3.6011,11234,11234,3.6011,3.6011,11234,11234,4.1379e-11,7.2012e-11,1.3804e-10,1.6442e-10,3.6067,3.6067,-11143,11234,1.503e+07,0.008689,0.008689,11189,11189,0.008689,0.008689,11189,11189,0,0,0,6.5646e-11,-0.008689,-0.008689,-11189,11189,5.0836e+06,-3.6067,-3.6067,11143,11143,-3.6067,-3.6067,11143,11143,-6.5373e-11,-5.1479e-11,-1.6329e-10,0,-3.6011,-3.6011,-11234,11143
1.5041e+07,0.036833,0.036833,11185,11185,0.036833,0.036833,11185,11185,-1.1152e-12,8.7438e-12,4.2851e-15,7.4826e-11,-0.036833,-0.036833,-11185,11185,2.5014e+07,3.6169,3.6169,11228,11228,3.6169,3.6169,11228,11228,4.1381e-11,7.2037e-11,1.3811e-10,1.645e-10,3.6165,3.6165,-11150,11228,1.5036e+07,0.034463,0.034463,11188,11188,0.034463,0.034463,11188,11188,0,0,0,6.5654e-11,-0.034463,-0.034463,-11188,11188,5.087e+06,-3.6165,-3.6165,11150,11150,-3.6165,-3.6165,11150,11150,-6.5385e-11,-5.1495e-11,-1.6337e-10,0,-3.6169,-3.6169,-11228,11150
1.5045e+07,0.0069839,0.0069839,11185,11185,0.0069839,0.0069839,11185,11185,-1.1164e-12,8.7449e-12,4.0678e-15,7.4846e-11,-0.0069839,-0.0069839,-11185,11185,2.5015e+07,3.5923,3.5923,11224,11224,3.5923,3.5923,11224,11224,4.1384e-11,7.2057e-11,1.3816e-10,1.6457e-10,3.5951,3.5951,-11155,11224,1.504e+07,0.0085513,0.0085513,11186,11186,0.0085513,0.0085513,11186,11186,0,0,0,6.566e-11,-0.0085513,-0.0085513,-11186,11186,5.0897e+06,-3.5951,-3.5951,11155,11155,-3.5951,-3.5951,11155,11155,-6.5396e-11,-5.1508e-11,-1.6343e-10,0,-3.5923,-3.5923,-11224,11155
1.5048e+07,-0.00090639,-0.00090639,11185,11185,-0.00090639,-0.00090639,11185,11185,-1.1173e-12,8.7459e-12,3.8976e-15,7.4863e-11,0.00090639,0.00090639,-11185,11185,2.5016e+07,3.5867,3.5867,11220,11220,3.5867,3.5867,11220,11220,4.1385e-11,7.2074e-11,1.3821e-10,1.6462e-10,3.6008,3.6008,-11160,11220,1.5044e+07,-0.0017832,-0.0017832,11186,11186,-0.0017832,-0.0017832,11186,11186,0,0,0,6.5665e-11,0.0017832,0.0017832,-11186,11186,5.0919e+06,-3.6008,-3.6008,11160,11160,-3.6008,-3.6008,11160,11160,-6.5404e-11,-5.1519e-11,-1.6349e-10,0,-3.5867,-3.5867,-11220,11160
1.505e+07,-0.013978,-0.013978,11185,11185,-0.013978,-0.013978,11185,11185,-1.1181e-12,8.7466e-12,3.7604e-15,7.4877e-11,0.013978,0.013978,-11185,11185,2.5018e+07,3.6281,3.6281,11217,11217,3.6281,3.6281,11217,11217,4.1387e-11,7.2088e-11,1.3824e-10,1.6466e-10,3.6021,3.6021,-11163,11217,1.5047e+07,-0.01254,-0.01254,11185,11185,-0.01254,-0.01254,11185,11185,0,0,0,6.5669e-11,0.01254,0.01254,-11185,11185,5.0937e+06,-3.6021,-3.6021,11163,11163,-3.6021,-3.6021,11163,11163,-6.5411e-11,-5.1528e-11,-1.6353e-10,0,-3.6281,-3.6281,-11217,11163
1.5052e+07,-0.005061,-0.005061,11184,11184,-0.005061,-0.005061,11184,11184,-1.1188e-12,8.7473e-12,3.6369e-15,7.4889e-11,0.005061,0.005061,-11184,11184,2.5018e+07,3.5895,3.5895,11215,11215,3.5895,3.5895,11215,11215,4.1388e-11,7.2099e-11,1.3827e-10,1.647e-10,3.5917,3.5917,-11166,11215,1.505e+07,-0.0033563,-0.0033563,11185,11185,-0.0033563,-0.0033563,11185,11185,0,0,0,6.5672e-11,0.0033563,0.0033563,-11185,11185,5.0952e+06,-3.5917,-3.5917,11166,11166,-3.5917,-3.5917,11166,11166,-6.5417e-11,-5.1535e-11,-1.6357e-10,0,-3.5895,-3.5895,-11215,11166
1.5054e+07,0.00081597,0.00081597,11184,11184,0.00081597,0.00081597,11184,11184,-1.1193e-12,8.7478e-12,3.5737e-15,7.4898e-11,-0.00081597,-0.00081597,-11184,11184,2.5019e+07,3.6184,3.6184,11213,11213,3.6184,3.6184,11213,11213,4.1389e-11,7.2108e-11,1.383e-10,1.6473e-10,3.6041,3.6041,-11168,11213,1.5052e+07,0.00038687,0.00038687,11185,11185,0.00038687,0.00038687,11185,11185,0,0,0,6.5675e-11,-0.00038687,-0.00038687,-11185,11185,5.0964e+06,-3.6041,-3.6041,11168,11168,-3.6041,-3.6041,11168,11168,-6.5422e-11,-5.1541e-11,-1.636e-10,0,-3.6184,-3.6184,-11213,11168
