"Time","avg(qr)","avg(radHeatFlux (0))","avg(radHeatFlux (1))","avg(radHeatFlux (2))","avg(radHeatFlux (Magnitude))","max(qr)","max(radHeatFlux (0))","max(radHeatFlux (1))","max(radHeatFlux (2))","max(radHeatFlux (Magnitude))","med(qr)","med(radHeatFlux (0))","med(radHeatFlux (1))","med(radHeatFlux (2))","med(radHeatFlux (Magnitude))","min(qr)","min(radHeatFlux (0))","min(radHeatFlux (1))","min(radHeatFlux (2))","min(radHeatFlux (Magnitude))","q1(qr)","q1(radHeatFlux (0))","q1(radHeatFlux (1))","q1(radHeatFlux (2))","q1(radHeatFlux (Magnitude))","q3(qr)","q3(radHeatFlux (0))","q3(radHeatFlux (1))","q3(radHeatFlux (2))","q3(radHeatFlux (Magnitude))","std(qr)","std(radHeatFlux (0))","std(radHeatFlux (1))","std(radHeatFlux (2))","std(radHeatFlux (Magnitude))"
4100,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
4150,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
4200,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
4250,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
4300,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
4350,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
4400,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
4450,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
4500,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
4550,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
4600,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
4650,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
4700,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
4750,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
4800,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
4850,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
4900,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
4950,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
5000,0,-0.63216,-0.63216,1373.7,1373.7,0,23.291,23.291,1516.4,1516.7,0,-0.01713,-0.01713,1360.3,1360.3,0,-29.98,-29.98,1336.7,1336.7,0,-0.21392,-0.21392,1356.9,1356.9,0,-0.0020193,-0.0020193,1363.4,1363.4,0,5.9777,5.9777,42.941,43.011
