"Time","avg(qr)","avg(radHeatFlux (0))","avg(radHeatFlux (1))","avg(radHeatFlux (2))","avg(radHeatFlux (Magnitude))","max(qr)","max(radHeatFlux (0))","max(radHeatFlux (1))","max(radHeatFlux (2))","max(radHeatFlux (Magnitude))","med(qr)","med(radHeatFlux (0))","med(radHeatFlux (1))","med(radHeatFlux (2))","med(radHeatFlux (Magnitude))","min(qr)","min(radHeatFlux (0))","min(radHeatFlux (1))","min(radHeatFlux (2))","min(radHeatFlux (Magnitude))","q1(qr)","q1(radHeatFlux (0))","q1(radHeatFlux (1))","q1(radHeatFlux (2))","q1(radHeatFlux (Magnitude))","q3(qr)","q3(radHeatFlux (0))","q3(radHeatFlux (1))","q3(radHeatFlux (2))","q3(radHeatFlux (Magnitude))","std(qr)","std(radHeatFlux (0))","std(radHeatFlux (1))","std(radHeatFlux (2))","std(radHeatFlux (Magnitude))"
900,0,-0.53636,-0.53636,696.52,696.56,0,21.738,21.738,823.38,823.81,0,-0.01412,-0.01412,686.32,686.32,0,-27.481,-27.481,660.47,660.47,0,-0.15229,-0.15229,680.82,680.82,0,-0.0011482,-0.0011482,690.46,690.46,0,5.3564,5.3564,35.743,35.849
950,0,-0.53663,-0.53663,696.51,696.55,0,21.699,21.699,821.91,822.34,0,-0.01413,-0.01413,685.98,685.98,0,-27.432,-27.432,662.1,662.11,0,-0.15237,-0.15237,681.48,681.48,0,-0.0011528,-0.0011528,689.43,689.43,0,5.3589,5.3589,35.698,35.805
1000,0,-0.53684,-0.53684,696.51,696.55,0,21.671,21.671,820.85,821.28,0,-0.014137,-0.014137,685.72,685.72,0,-27.396,-27.396,663.31,663.32,0,-0.15244,-0.15244,682.03,682.03,0,-0.0011559,-0.0011559,688.68,688.68,0,5.3608,5.3608,35.691,35.798
1050,0,-0.53701,-0.53701,696.51,696.54,0,21.65,21.65,820.07,820.5,0,-0.014143,-0.014143,685.52,685.52,0,-27.37,-27.37,664.22,664.23,0,-0.15249,-0.15249,682.43,682.44,0,-0.0011579,-0.0011579,688.12,688.12,0,5.3624,5.3624,35.702,35.809
1100,0,-0.53714,-0.53714,696.5,696.54,0,21.637,21.637,819.55,819.98,0,-0.014148,-0.014148,685.38,685.38,0,-27.353,-27.353,664.85,664.86,0,-0.15253,-0.15253,682.79,682.79,0,-0.0011587,-0.0011587,687.83,687.83,0,5.3636,5.3636,35.721,35.828
1150,0,-0.53722,-0.53722,696.5,696.54,0,21.629,21.629,819.25,819.68,0,-0.014152,-0.014152,685.29,685.29,0,-27.343,-27.343,665.23,665.25,0,-0.15256,-0.15256,682.88,682.88,0,-0.0011588,-0.0011588,687.61,687.61,0,5.3644,5.3644,35.74,35.847
1200,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
1250,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
1300,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
1350,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
1400,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
1450,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
1500,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
1550,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
1600,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
1650,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
1700,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
1750,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
1800,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
1850,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
1900,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
1950,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
2000,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
2050,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
2100,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
2150,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
2200,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
2250,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
2300,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
2350,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
2400,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
2450,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
2500,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
2550,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
2600,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
2650,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
2700,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
2750,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
2800,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
2850,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
2900,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
2950,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
3000,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
3050,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
3100,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
3150,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
3200,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
3250,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
3300,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
3350,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
3400,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
3450,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
3500,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
3550,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
3600,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
3650,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
3700,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
3750,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
3800,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
3850,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
3900,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
3950,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
4000,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
4050,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
4100,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
4150,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
4200,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
4250,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
4300,0,-0.53725,-0.53725,696.5,696.54,0,21.627,21.627,819.2,819.63,0,-0.014152,-0.014152,685.27,685.27,0,-27.341,-27.341,665.31,665.32,0,-0.15256,-0.15256,682.9,682.9,0,-0.0011587,-0.0011587,687.57,687.57,0,5.3646,5.3646,35.745,35.852
