"N","Time","avg(qr)","avg(radHeatFlux (0))","avg(radHeatFlux (1))","avg(radHeatFlux (2))","avg(radHeatFlux (Magnitude))","max(qr)","max(radHeatFlux (0))","max(radHeatFlux (1))","max(radHeatFlux (2))","max(radHeatFlux (Magnitude))","med(qr)","med(radHeatFlux (0))","med(radHeatFlux (1))","med(radHeatFlux (2))","med(radHeatFlux (Magnitude))","min(qr)","min(radHeatFlux (0))","min(radHeatFlux (1))","min(radHeatFlux (2))","min(radHeatFlux (Magnitude))","q1(qr)","q1(radHeatFlux (0))","q1(radHeatFlux (1))","q1(radHeatFlux (2))","q1(radHeatFlux (Magnitude))","q3(qr)","q3(radHeatFlux (0))","q3(radHeatFlux (1))","q3(radHeatFlux (2))","q3(radHeatFlux (Magnitude))","std(qr)","std(radHeatFlux (0))","std(radHeatFlux (1))","std(radHeatFlux (2))","std(radHeatFlux (Magnitude))","vtkValidPointMask"
180,50,0,-0.020851,-0.020851,46509,46509,0,0.096294,0.096294,47656,47656,0,-0.023939,-0.023939,46480,46480,0,-0.18864,-0.18864,45461,45461,0,-0.046986,-0.046986,45924,45924,0,0.0050181,0.0050181,47079,47079,0,0.045278,0.045278,668.35,668.35,1
180,100,0,-0.005725,-0.005725,46512,46512,0,0.28121,0.28121,47754,47754,0,-0.0017436,-0.0017436,46483,46483,0,-0.37422,-0.37422,45368,45368,0,-0.014748,-0.014748,45877,45877,0,0.0083272,0.0083272,47134,47134,0,0.059191,0.059191,727.07,727.07,1
180,150,0,-0.0075269,-0.0075269,46516,46516,0,0.25048,0.25048,47686,47686,0,0.00065838,0.00065838,46489,46489,0,-0.35425,-0.35425,45436,45436,0,-0.011989,-0.011989,45917,45917,0,0.0056325,0.0056325,47102,47102,0,0.057928,0.057928,685.72,685.72,1
180,200,0,-0.012666,-0.012666,46519,46519,0,0.26114,0.26114,47620,47620,0,-0.0085459,-0.0085459,46494,46494,0,-0.34222,-0.34222,45502,45502,0,-0.021314,-0.021314,45955,45955,0,0.0036508,0.0036508,47071,47071,0,0.05763,0.05763,645.81,645.81,1
180,250,0,-0.00015298,-0.00015298,46522,46522,0,0.22606,0.22606,47557,47557,0,0.0039733,0.0039733,46498,46498,0,-0.35087,-0.35087,45566,45566,0,-0.0059531,-0.0059531,45992,45992,0,0.011596,0.011596,47041,47041,0,0.050993,0.050993,607.15,607.15,1
180,300,0,-0.00072722,-0.00072722,46525,46525,0,0.21559,0.21559,47496,47496,0,0.0042347,0.0042347,46503,46503,0,-0.33612,-0.33612,45627,45627,0,-0.0057354,-0.0057354,46027,46027,0,0.011963,0.011963,47013,47013,0,0.048757,0.048757,569.85,569.85,1
180,350,0,-0.00079246,-0.00079246,46528,46528,0,0.20462,0.20462,47438,47438,0,0.0034921,0.0034921,46508,46508,0,-0.31947,-0.31947,45686,45686,0,-0.0062997,-0.0062997,46062,46062,0,0.010922,0.010922,46985,46985,0,0.046362,0.046362,534.03,534.03,1
180,400,0,1.7396e-05,1.7396e-05,46531,46531,0,0.19377,0.19377,47382,47382,0,0.0036648,0.0036648,46512,46512,0,-0.30337,-0.30337,45742,45742,0,-0.0052783,-0.0052783,46094,46094,0,0.010603,0.010603,46958,46958,0,0.04405,0.04405,499.73,499.73,1
180,450,0,-8.2985e-06,-8.2984e-06,46534,46534,0,0.18199,0.18199,47328,47328,0,0.0037778,0.0037778,46517,46517,0,-0.2865,-0.2865,45796,45796,0,-0.0049694,-0.0049694,46126,46126,0,0.010604,0.010604,46933,46933,0,0.041639,0.041639,467.01,467.01,1
180,500,0,0.00017994,0.00017994,46536,46536,0,0.17105,0.17105,47277,47277,0,0.0035625,0.0035625,46520,46520,0,-0.26948,-0.26948,45847,45847,0,-0.0046436,-0.0046436,46156,46156,0,0.0097945,0.0097945,46909,46909,0,0.039177,0.039177,435.89,435.89,1
180,550,0,0.00047814,0.00047814,46538,46538,0,0.16081,0.16081,47229,47229,0,0.0038653,0.0038653,46524,46524,0,-0.25291,-0.25291,45896,45896,0,-0.00389,-0.00389,46184,46184,0,0.0091882,0.0091882,46887,46887,0,0.036766,0.036766,406.4,406.4,1
180,600,0,0.00054056,0.00054056,46541,46541,0,0.15138,0.15138,47183,47183,0,0.0035514,0.0035514,46528,46528,0,-0.23616,-0.23616,45942,45942,0,-0.0034449,-0.0034449,46210,46210,0,0.0085529,0.0085529,46865,46865,0,0.034307,0.034307,378.52,378.52,1
180,650,0,-0.0064064,-0.0064064,46543,46543,0,0.1509,0.1509,47140,47140,0,-0.0048686,-0.0048686,46531,46531,0,-0.18296,-0.18296,45985,45985,0,-0.018083,-0.018083,46235,46235,0,0.005854,0.005854,46845,46845,0,0.035366,0.035366,352.23,352.23,1
180,700,0,-0.0085662,-0.0085662,46545,46545,0,0.14391,0.14391,47100,47100,0,-0.0064896,-0.0064896,46534,46534,0,-0.17064,-0.17064,46026,46026,0,-0.017346,-0.017346,46259,46259,0,0.00032121,0.00032121,46826,46826,0,0.030872,0.030872,327.51,327.51,1
180,750,0,-0.0029903,-0.0029903,46547,46547,0,0.11692,0.11692,47062,47062,0,-0.00066282,-0.00066282,46537,46537,0,-0.17877,-0.17877,46064,46064,0,-0.007518,-0.0075179,46281,46281,0,0.0041773,0.0041773,46808,46808,0,0.026099,0.026099,304.31,304.31,1
180,800,0,-0.00074759,-0.00074759,46548,46548,0,0.10888,0.10888,47026,47026,0,0.0015894,0.0015894,46540,46540,0,-0.16608,-0.16608,46100,46100,0,-0.0047599,-0.0047599,46302,46302,0,0.0053592,0.0053592,46791,46791,0,0.024414,0.024414,282.57,282.57,1
180,850,0,-0.00078458,-0.00078458,46550,46550,0,0.10077,0.10077,46993,46993,0,0.0012736,0.0012736,46542,46542,0,-0.15298,-0.15298,46133,46133,0,-0.0047873,-0.0047873,46321,46321,0,0.0050918,0.0050918,46775,46775,0,0.022519,0.022519,262.25,262.25,1
180,900,0,-0.00078526,-0.00078526,46551,46551,0,0.092992,0.092992,46962,46962,0,0.0010407,0.0010407,46544,46544,0,-0.1408,-0.1408,46164,46164,0,-0.0046649,-0.0046649,46339,46339,0,0.0046914,0.0046914,46760,46760,0,0.020754,0.020754,243.3,243.3,1
180,950,0,-0.00080218,-0.00080217,46553,46553,0,0.08569,0.08569,46933,46933,0,0.00078717,0.00078717,46546,46546,0,-0.12941,-0.12941,46193,46193,0,-0.004452,-0.004452,46356,46356,0,0.0043956,0.0043956,46746,46746,0,0.019101,0.019101,225.63,225.63,1
180,1000,0,-0.00082004,-0.00082004,46554,46554,0,0.078877,0.078877,46906,46906,0,0.00049706,0.00049706,46548,46548,0,-0.11883,-0.11883,46220,46220,0,-0.0043076,-0.0043076,46371,46371,0,0.0041033,0.0041033,46733,46733,0,0.017561,0.017561,209.18,209.18,1
180,1050,0,-0.00083598,-0.00083598,46555,46555,0,0.072542,0.072542,46881,46881,0,0.00017973,0.00017973,46550,46550,0,-0.10901,-0.10901,46245,46245,0,-0.0041322,-0.0041322,46386,46386,0,0.0038199,0.0038199,46721,46721,0,0.016132,0.016132,193.9,193.9,1
180,1100,0,-0.00084856,-0.00084856,46556,46556,0,0.066671,0.066671,46858,46858,0,6.9018e-05,6.9016e-05,46551,46551,0,-0.099946,-0.099946,46269,46269,0,-0.0039352,-0.0039352,46399,46399,0,0.0034741,0.0034741,46710,46710,0,0.01481,0.01481,179.7,179.7,1
180,1150,0,-0.00085718,-0.00085718,46557,46557,0,0.061247,0.061247,46836,46836,0,-6.4456e-05,-6.4459e-05,46553,46553,0,-0.09159,-0.09159,46290,46290,0,-0.0036998,-0.0036998,46412,46412,0,0.0031943,0.0031943,46700,46700,0,0.01359,0.01359,166.54,166.54,1
180,1200,0,-0.00086171,-0.00086171,46557,46557,0,0.056248,0.056248,46816,46816,0,-0.00023972,-0.00023972,46554,46554,0,-0.083908,-0.083908,46310,46310,0,-0.0034068,-0.0034068,46423,46423,0,0.0029458,0.0029458,46690,46690,0,0.012468,0.012468,154.33,154.33,1
180,1250,0,-0.0026168,-0.0026168,46558,46558,0,0.092176,0.092176,46798,46798,0,-0.0013574,-0.0013574,46555,46555,0,-0.12315,-0.12315,46329,46329,0,-0.012529,-0.012529,46434,46434,0,0.011138,0.011138,46681,46681,0,0.025777,0.025777,143.02,143.02,1
180,1300,0,0.00032896,0.00032897,46559,46559,0,0.085439,0.085438,46781,46781,0,0.0013066,0.0013066,46556,46556,0,-0.10131,-0.10131,46346,46346,0,-0.012546,-0.012546,46443,46443,0,0.011793,0.011793,46673,46673,0,0.02289,0.02289,132.56,132.56,1
180,1350,0,-0.0023837,-0.0023838,46559,46559,0,0.05068,0.050682,46765,46765,0,-0.00058147,-0.00058147,46557,46557,0,-0.093508,-0.09351,46362,46362,0,-0.009405,-0.009405,46452,46452,0,0.0067045,0.0067045,46665,46665,0,0.017808,0.017808,122.87,122.87,1
180,1400,0,-0.002001,-0.0020009,46560,46560,0,0.05639,0.056375,46750,46750,0,-0.00091926,-0.00091925,46558,46558,0,-0.063655,-0.063654,46377,46377,0,-0.0073973,-0.0074046,46460,46460,0,0.0056308,0.0056357,46658,46658,0,0.012737,0.012736,113.91,113.91,1
180,1450,0,-0.0011135,-0.0011138,46560,46560,0,0.067,0.067077,46737,46737,0,-0.0020477,-0.0020477,46558,46558,0,-0.059859,-0.059859,46390,46390,0,-0.0099035,-0.0099094,46468,46468,0,0.0077199,0.0077205,46651,46651,0,0.018293,0.018296,105.65,105.65,1
180,1500,0,-0.00030669,-0.00030587,46561,46561,0,0.047145,0.046896,46724,46724,0,0.00033972,0.00033963,46559,46559,0,-0.052459,-0.05245,46403,46403,0,-0.0052163,-0.005249,46475,46475,0,0.0048033,0.0048214,46645,46645,0,0.010183,0.010167,97.983,97.983,1
180,1550,0,0.00028914,0.00028705,46561,46561,0,0.037919,0.038127,46712,46712,0,-8.7821e-06,-5.8271e-06,46559,46559,0,-0.048307,-0.048331,46414,46414,0,-0.0046247,-0.0046198,46482,46482,0,0.0055983,0.0056031,46639,46639,0,0.010505,0.010535,90.923,90.923,1
180,1600,0,-0.0043213,-0.0043265,46561,46561,0,0.023316,0.024893,46702,46702,0,-0.0042818,-0.0044513,46560,46560,0,-0.045514,-0.046632,46425,46425,0,-0.010308,-0.01031,46488,46488,0,0.0031678,0.0032922,46634,46634,0,0.010127,0.010195,84.411,84.411,1
180,1650,0,0.0010017,0.00097875,46561,46561,0,0.04761,0.049895,46692,46692,0,0.0019197,0.0019199,46560,46560,0,-0.076123,-0.081028,46435,46435,0,-0.0070887,-0.0070359,46493,46493,0,0.010521,0.010737,46629,46629,0,0.0173,0.017509,78.352,78.352,1
180,1700,0,-0.0075325,-0.0077478,46562,46562,0,0.052445,0.10259,46683,46683,0,-0.0085456,-0.0082352,46561,46561,0,-0.084838,-0.084838,46444,46444,0,-0.020375,-0.020928,46498,46498,0,0.0062047,0.0053236,46624,46624,0,0.023287,0.024848,72.766,72.766,1
180,1750,0,-0.0063148,-0.006465,46562,46562,0,0.041555,0.049815,46674,46674,0,-0.005618,-0.0059501,46561,46561,0,-0.056766,-0.067583,46453,46453,0,-0.01338,-0.014106,46503,46503,0,0.0025832,0.001904,46620,46620,0,0.013961,0.01614,67.624,67.624,1
180,1800,0,-0.0064151,-0.0066445,46562,46562,0,0.059838,0.10425,46667,46667,0,-0.0077665,-0.0074151,46561,46561,0,-0.097672,-0.097672,46460,46460,0,-0.017057,-0.017759,46507,46507,0,0.0062028,0.004662,46616,46616,0,0.021789,0.023308,62.859,62.859,1
180,1850,0,-0.0021272,-0.0020169,46562,46562,0,0.083118,0.05,46660,46660,0,-0.0017169,-0.0015703,46562,46562,0,-0.062439,-0.062439,46467,46467,0,-0.008295,-0.0081376,46511,46511,0,0.0054694,0.0056592,46613,46613,0,0.016086,0.014129,58.587,58.587,1
180,1900,0,-0.00053405,-0.00065123,46562,46562,0,0.031491,0.065781,46653,46653,0,0.00036624,-7.0431e-05,46562,46562,0,-0.044453,-0.046706,46474,46474,0,-0.0072024,-0.0071098,46515,46515,0,0.0076383,0.0077898,46609,46609,0,0.012263,0.013923,54.405,54.405,1
180,1950,0,-0.005018,-0.0051245,46563,46563,0,0.036167,0.036195,46647,46647,0,-0.0048307,-0.0047949,46562,46562,0,-0.041676,-0.049793,46480,46480,0,-0.012499,-0.011709,46519,46519,0,0.0018333,0.0014182,46606,46606,0,0.012115,0.012175,50.638,50.638,1
180,2000,0,-0.0029065,-0.0029925,46563,46563,0,0.023699,0.026892,46641,46641,0,-0.0022544,-0.0022206,46562,46562,0,-0.03016,-0.035358,46486,46486,0,-0.0080249,-0.0080316,46522,46522,0,0.0022795,0.0027027,46603,46603,0,0.009038,0.0092316,47.155,47.155,1
180,2050,0,0.0033597,0.0034586,46563,46563,0,0.054185,0.033371,46636,46636,0,0.005339,0.0048146,46562,46562,0,-0.043413,-0.039464,46491,46491,0,-0.0048924,-0.004996,46525,46525,0,0.012306,0.011913,46601,46601,0,0.013972,0.012765,43.938,43.938,1
180,2100,0,-0.0004672,-0.00025806,46563,46563,0,0.062645,0.054864,46631,46631,0,0.00093835,0.0010344,46563,46563,0,-0.069834,-0.079114,46496,46496,0,-0.0091866,-0.0095766,46527,46527,0,0.0090813,0.0098265,46598,46598,0,0.019592,0.019966,41.051,41.051,1
180,2150,0,-0.0048494,-0.0049572,46563,46563,0,0.046147,0.046147,46626,46626,0,-0.0044541,-0.0042986,46563,46563,0,-0.079123,-0.087833,46501,46501,0,-0.01684,-0.016608,46530,46530,0,0.0066356,0.0068142,46596,46596,0,0.01913,0.019486,38.188,38.188,1
180,2200,0,-0.0027744,-0.0028246,46563,46563,0,0.021559,0.016497,46622,46622,0,-0.0024471,-0.0025513,46563,46563,0,-0.022884,-0.025597,46505,46505,0,-0.0076188,-0.0075929,46532,46532,0,0.0021223,0.0018939,46594,46594,0,0.0075353,0.0077144,35.642,35.642,1
180,2250,0,-0.0058668,-0.0057203,46563,46563,0,0.053298,0.035127,46618,46618,0,-0.0037948,-0.0045395,46563,46563,0,-0.060431,-0.063149,46509,46509,0,-0.015075,-0.018088,46534,46534,0,0.0058611,0.0056682,46592,46592,0,0.019624,0.018297,33.274,33.274,1
180,2300,0,0.010999,0.010776,46563,46563,0,0.076372,0.076372,46615,46615,0,0.012022,0.012347,46563,46563,0,-0.064398,-0.078093,46512,46512,0,0.0032003,0.0033645,46537,46537,0,0.021341,0.021657,46590,46590,0,0.019987,0.021877,31.073,31.073,1
180,2350,0,-0.0011053,-0.001015,46563,46563,0,0.031017,0.030821,46611,46611,0,0.0003231,-9.9555e-05,46563,46563,0,-0.041459,-0.048263,46516,46516,0,-0.010874,-0.0098539,46538,46538,0,0.0099451,0.0098578,46588,46588,0,0.01566,0.014752,29.033,29.033,1
180,2400,0,-0.011253,-0.011414,46563,46563,0,0.029166,0.049349,46608,46608,0,-0.011127,-0.011584,46563,46563,0,-0.05167,-0.055166,46519,46519,0,-0.022335,-0.022904,46540,46540,0,0.00065203,0.001343,46587,46587,0,0.016486,0.017745,27.146,27.146,1
180,2450,0,0.0036687,0.0034774,46563,46563,0,0.074083,0.072851,46605,46605,0,0.0023541,0.0015611,46563,46563,0,-0.04545,-0.04541,46522,46522,0,-0.0060153,-0.0062869,46541,46541,0,0.014338,0.012945,46585,46585,0,0.018733,0.01795,25.407,25.407,1
180,2500,0,-0.0081638,-0.0080505,46563,46563,0,0.051415,0.038316,46603,46603,0,-0.0077585,-0.008445,46563,46563,0,-0.067409,-0.057851,46524,46524,0,-0.019256,-0.018933,46543,46543,0,0.0032448,0.002425,46584,46584,0,0.018992,0.017647,23.753,23.753,1
180,2550,0,0.0011866,0.0012958,46563,46563,0,0.040108,0.037713,46600,46600,0,0.0016156,0.0018403,46563,46563,0,-0.045948,-0.045948,46527,46527,0,-0.008045,-0.0067495,46544,46544,0,0.0091807,0.0091802,46583,46583,0,0.012367,0.012267,22.254,22.254,1
180,2600,0,-0.011904,-0.012091,46563,46563,0,0.045095,0.068121,46598,46598,0,-0.01208,-0.013091,46563,46563,0,-0.063375,-0.076611,46529,46529,0,-0.025063,-0.025244,46545,46545,0,0.00076049,0.0020083,46581,46581,0,0.019953,0.021724,20.83,20.83,1
180,2650,0,0.00017361,-6.1317e-05,46564,46564,0,0.093584,0.089203,46596,46596,0,-0.0013586,-0.001202,46564,46564,0,-0.10474,-0.10474,46531,46531,0,-0.013,-0.012555,46547,46547,0,0.011359,0.010792,46580,46580,0,0.025502,0.024414,19.557,19.557,1
180,2700,0,0.0007728,0.00080882,46563,46563,0,0.040401,0.037274,46594,46594,0,0.0013073,0.00045447,46563,46563,0,-0.038971,-0.037799,46533,46533,0,-0.0071624,-0.0078751,46548,46548,0,0.0088717,0.0091591,46579,46579,0,0.013654,0.013309,18.322,18.322,1
180,2750,0,-0.009489,-0.0095799,46564,46564,0,0.045115,0.051558,46592,46592,0,-0.0087893,-0.0085479,46563,46563,0,-0.073334,-0.071408,46535,46535,0,-0.022253,-0.022262,46549,46549,0,0.0035575,0.003729,46578,46578,0,0.020872,0.021138,17.201,17.201,1
180,2800,0,-0.00031034,-0.00021763,46563,46563,0,0.038402,0.03566,46590,46590,0,0.0018848,0.0017399,46563,46563,0,-0.049038,-0.04971,46537,46537,0,-0.007217,-0.0070024,46550,46550,0,0.0072599,0.0072987,46577,46577,0,0.014262,0.013141,16.134,16.134,1
180,2850,0,-0.0037451,-0.0038649,46564,46564,0,0.037853,0.048002,46588,46588,0,-0.0041318,-0.0048467,46563,46563,0,-0.032891,-0.032891,46539,46539,0,-0.012039,-0.012469,46550,46550,0,0.0023246,0.0021671,46577,46577,0,0.011322,0.012083,15.152,15.152,1
180,2900,0,0.00083797,0.00095909,46563,46563,0,0.054655,0.05333,46587,46587,0,0.0030244,0.0028852,46563,46563,0,-0.088041,-0.078645,46540,46540,0,-0.010103,-0.011031,46551,46551,0,0.015203,0.015006,46576,46576,0,0.022728,0.021432,14.224,14.224,1
180,2950,0,-0.0033301,-0.0034472,46564,46564,0,0.031591,0.049073,46586,46586,0,-0.002563,-0.0028925,46564,46564,0,-0.037753,-0.039271,46542,46542,0,-0.00972,-0.010012,46552,46552,0,0.0028583,0.0030879,46575,46575,0,0.011166,0.012141,13.374,13.374,1
180,3000,0,0.0011207,0.00122,46563,46563,0,0.072612,0.072612,46584,46584,0,0.0035228,0.0031114,46564,46564,0,-0.083831,-0.092432,46543,46543,0,-0.01305,-0.013145,46553,46553,0,0.016526,0.016061,46574,46574,0,0.023963,0.023121,12.573,12.573,1
180,3050,0,-0.0043547,-0.0044582,46563,46563,0,0.026339,0.036008,46583,46583,0,-0.0029326,-0.0033405,46564,46564,0,-0.036731,-0.03673,46544,46544,0,-0.01052,-0.010413,46553,46553,0,0.0019074,0.0019401,46574,46574,0,0.0095922,0.010221,11.837,11.837,1
180,3100,0,0.0014504,0.0015262,46563,46563,0,0.045607,0.045607,46582,46582,0,0.00214,0.0014837,46563,46563,0,-0.071318,-0.053025,46545,46545,0,-0.0088405,-0.009818,46554,46554,0,0.012512,0.014199,46573,46573,0,0.017471,0.016856,11.135,11.135,1
180,3150,0,-0.0030846,-0.0032189,46564,46564,0,0.02826,0.048529,46581,46581,0,-0.0039464,-0.0041887,46564,46564,0,-0.032157,-0.038874,46546,46546,0,-0.0087277,-0.0087702,46554,46554,0,0.0024941,0.0032277,46573,46573,0,0.009866,0.011254,10.49,10.49,1
180,3200,0,0.0016174,0.00167,46563,46563,0,0.062463,0.062461,46580,46580,0,0.0027206,0.0026176,46564,46564,0,-0.047544,-0.051753,46547,46547,0,-0.0099338,-0.0097052,46555,46555,0,0.013391,0.01302,46572,46572,0,0.017767,0.017342,9.8693,9.8693,1
180,3250,0,-0.0019048,-0.0019916,46564,46564,0,0.019349,0.025316,46579,46579,0,-0.0010611,-0.0011753,46564,46564,0,-0.023752,-0.02715,46548,46548,0,-0.0057879,-0.0063938,46555,46555,0,0.0024087,0.0026314,46572,46572,0,0.0069391,0.0075151,9.296,9.296,1
180,3300,0,0.00035354,0.00025433,46564,46564,0,0.048176,0.038325,46578,46578,0,-0.00096268,-0.00088057,46564,46564,0,-0.023839,-0.023839,46549,46549,0,-0.0069449,-0.0067343,46556,46556,0,0.0055748,0.0056703,46571,46571,0,0.011208,0.010444,8.7716,8.7716,1
180,3350,0,0.0049324,0.0048518,46564,46564,0,0.056792,0.056725,46577,46577,0,0.0081774,0.0078046,46564,46564,0,-0.050464,-0.068219,46550,46550,0,-0.012723,-0.012708,46556,46556,0,0.020408,0.020321,46571,46571,0,0.023493,0.023888,8.2512,8.2512,1
180,3400,0,-0.0025376,-0.0026187,46564,46564,0,0.02329,0.018473,46576,46576,0,-0.0029178,-0.0029305,46564,46564,0,-0.027216,-0.027217,46551,46551,0,-0.0067032,-0.0066543,46557,46557,0,0.0024083,0.0023942,46570,46570,0,0.007738,0.0076268,7.7968,7.7968,1
180,3450,0,-0.0025376,-0.0026187,46564,46564,0,0.02329,0.018473,46576,46576,0,-0.0029178,-0.0029305,46564,46564,0,-0.027216,-0.027217,46551,46551,0,-0.0067032,-0.0066543,46557,46557,0,0.0024083,0.0023942,46570,46570,0,0.007738,0.0076268,7.7968,7.7968,1
180,3500,0,-0.010617,-0.010427,46563,46563,0,0.037026,0.031808,46575,46575,0,-0.0080666,-0.0076904,46563,46563,0,-0.07594,-0.075938,46552,46552,0,-0.023471,-0.021467,46557,46557,0,0.0022005,0.0031333,46569,46569,0,0.020289,0.01987,6.9394,6.9394,1
180,3550,0,-0.00065396,-0.00058769,46564,46564,0,0.049392,0.04939,46574,46574,0,-0.0011451,-0.00093056,46564,46564,0,-0.036377,-0.04923,46553,46553,0,-0.0091398,-0.0092418,46558,46558,0,0.0076985,0.0081656,46569,46569,0,0.013972,0.01432,6.5724,6.5724,1
180,3600,0,-0.00065396,-0.00058769,46564,46564,0,0.049392,0.04939,46574,46574,0,-0.0011451,-0.00093056,46564,46564,0,-0.036377,-0.04923,46553,46553,0,-0.0091398,-0.0092418,46558,46558,0,0.0076985,0.0081656,46569,46569,0,0.013972,0.01432,6.5724,6.5724,1
180,3650,0,0.0010351,0.0011386,46563,46563,0,0.042713,0.03549,46573,46573,0,-0.001858,-0.0018248,46563,46563,0,-0.018346,-0.018351,46554,46554,0,-0.007258,-0.0073313,46558,46558,0,0.0051749,0.0053497,46568,46568,0,0.01171,0.011646,5.8425,5.8425,1
180,3700,0,0.0010351,0.0011386,46563,46563,0,0.042713,0.03549,46573,46573,0,-0.001858,-0.0018248,46563,46563,0,-0.018346,-0.018351,46554,46554,0,-0.007258,-0.0073313,46558,46558,0,0.0051749,0.0053497,46568,46568,0,0.01171,0.011646,5.8425,5.8425,1
