"N","Time","avg(E)","avg(radHeatFlux (0))","avg(radHeatFlux (1))","avg(radHeatFlux (2))","avg(radHeatFlux (Magnitude))","avg(radHeatFlux1 (0))","avg(radHeatFlux1 (1))","avg(radHeatFlux1 (2))","avg(radHeatFlux1 (Magnitude))","avg(radHeatFlux2 (0))","avg(radHeatFlux2 (1))","avg(radHeatFlux2 (2))","avg(radHeatFlux2 (Magnitude))","avg(radHeatFlux3 (0))","avg(radHeatFlux3 (1))","avg(radHeatFlux3 (2))","avg(radHeatFlux3 (Magnitude))","max(E)","max(radHeatFlux (0))","max(radHeatFlux (1))","max(radHeatFlux (2))","max(radHeatFlux (Magnitude))","max(radHeatFlux1 (0))","max(radHeatFlux1 (1))","max(radHeatFlux1 (2))","max(radHeatFlux1 (Magnitude))","max(radHeatFlux2 (0))","max(radHeatFlux2 (1))","max(radHeatFlux2 (2))","max(radHeatFlux2 (Magnitude))","max(radHeatFlux3 (0))","max(radHeatFlux3 (1))","max(radHeatFlux3 (2))","max(radHeatFlux3 (Magnitude))","med(E)","med(radHeatFlux (0))","med(radHeatFlux (1))","med(radHeatFlux (2))","med(radHeatFlux (Magnitude))","med(radHeatFlux1 (0))","med(radHeatFlux1 (1))","med(radHeatFlux1 (2))","med(radHeatFlux1 (Magnitude))","med(radHeatFlux2 (0))","med(radHeatFlux2 (1))","med(radHeatFlux2 (2))","med(radHeatFlux2 (Magnitude))","med(radHeatFlux3 (0))","med(radHeatFlux3 (1))","med(radHeatFlux3 (2))","med(radHeatFlux3 (Magnitude))","min(E)","min(radHeatFlux (0))","min(radHeatFlux (1))","min(radHeatFlux (2))","min(radHeatFlux (Magnitude))","min(radHeatFlux1 (0))","min(radHeatFlux1 (1))","min(radHeatFlux1 (2))","min(radHeatFlux1 (Magnitude))","min(radHeatFlux2 (0))","min(radHeatFlux2 (1))","min(radHeatFlux2 (2))","min(radHeatFlux2 (Magnitude))","min(radHeatFlux3 (0))","min(radHeatFlux3 (1))","min(radHeatFlux3 (2))","min(radHeatFlux3 (Magnitude))"
180,550,3.0038e+06,-0.010949,-0.011339,30263,30263,-0.010949,-0.011339,30263,30263,3.4209e-12,5.182e-11,-1.0682e-11,4.4004e-10,0.010949,0.011339,-30263,30263,4.0852e+06,0.44522,0.44523,30310,30310,0.44522,0.44523,30310,30310,4.0576e-10,4.5078e-10,1.0148e-09,1.2234e-09,0.56562,0.56562,-30206,30310,3.0031e+06,-0.0062684,-0.0072297,30267,30267,-0.0062684,-0.0072297,30267,30267,0,0,0,3.8871e-10,0.0062684,0.0072297,-30267,30267,1.925e+06,-0.56562,-0.56562,30206,30206,-0.56562,-0.56562,30206,30206,-3.3809e-10,-2.2546e-10,-1.2024e-09,0,-0.44522,-0.44523,-30310,30206
180,600,3.0068e+06,-0.014193,-0.014134,30262,30262,-0.014193,-0.014134,30262,30262,3.4187e-12,5.1836e-11,-1.0686e-11,4.4024e-10,0.014193,0.014134,-30262,30262,4.0872e+06,0.41508,0.39776,30293,30293,0.41508,0.39776,30293,30293,4.0585e-10,4.5095e-10,1.0153e-09,1.224e-09,0.57981,0.5798,-30225,30293,3.0064e+06,-0.0047509,-0.0044459,30264,30264,-0.0047509,-0.0044459,30264,30264,0,0,0,3.8892e-10,0.0047509,0.0044459,-30264,30264,1.928e+06,-0.57981,-0.5798,30225,30225,-0.57981,-0.5798,30225,30225,-3.3821e-10,-2.2557e-10,-1.2031e-09,0,-0.41508,-0.39776,-30293,30225
180,650,3.0088e+06,-0.010943,-0.011017,30261,30261,-0.010943,-0.011017,30261,30261,3.4172e-12,5.1847e-11,-1.0688e-11,4.4036e-10,0.010943,0.011017,-30261,30261,4.0884e+06,0.39895,0.41991,30283,30283,0.39895,0.41991,30283,30283,4.0591e-10,4.5105e-10,1.0157e-09,1.2244e-09,0.57182,0.57182,-30236,30283,3.0085e+06,0.0015052,0.0020474,30263,30263,0.0015052,0.0020474,30263,30263,0,0,0,3.8905e-10,-0.0015052,-0.0020474,-30263,30263,1.93e+06,-0.57182,-0.57182,30236,30236,-0.57182,-0.57182,30236,30236,-3.3828e-10,-2.2565e-10,-1.2035e-09,0,-0.39895,-0.41991,-30283,30236
180,700,3.01e+06,-0.023855,-0.023803,30260,30260,-0.023855,-0.023803,30260,30260,3.4162e-12,5.1854e-11,-1.0689e-11,4.4044e-10,0.023855,0.023803,-30260,30260,4.0892e+06,0.40351,0.38823,30276,30276,0.40351,0.38823,30276,30276,4.0594e-10,4.5112e-10,1.0159e-09,1.2247e-09,0.58313,0.58313,-30244,30276,3.0099e+06,-0.0081582,-0.0081634,30262,30262,-0.0081582,-0.0081634,30262,30262,0,0,0,3.8913e-10,0.0081582,0.0081634,-30262,30262,1.9314e+06,-0.58313,-0.58313,30244,30244,-0.58313,-0.58313,30244,30244,-3.3834e-10,-2.257e-10,-1.2037e-09,0,-0.40351,-0.38823,-30276,30244
180,750,3.0109e+06,-0.020936,-0.020767,30260,30260,-0.020936,-0.020767,30260,30260,3.4156e-12,5.1859e-11,-1.069e-11,4.405e-10,0.020936,0.020767,-30260,30260,4.0897e+06,0.44434,0.41811,30271,30271,0.44434,0.41811,30271,30271,4.0597e-10,4.5116e-10,1.0161e-09,1.2249e-09,0.594,0.59399,-30248,30271,3.0108e+06,-0.0093869,-0.010269,30261,30261,-0.0093869,-0.010269,30261,30261,0,0,0,3.8919e-10,0.0093869,0.010269,-30261,30261,1.9324e+06,-0.594,-0.59399,30248,30248,-0.594,-0.59399,30248,30248,-3.3837e-10,-2.2573e-10,-1.2039e-09,0,-0.44434,-0.41811,-30271,30248
180,800,3.0114e+06,-0.01349,-0.013202,30259,30259,-0.01349,-0.013202,30259,30259,3.415e-12,5.1862e-11,-1.0691e-11,4.4054e-10,0.01349,0.013202,-30259,30259,4.0901e+06,0.45977,0.37702,30268,30268,0.45977,0.37702,30268,30268,4.0599e-10,4.5119e-10,1.0162e-09,1.225e-09,0.58741,0.58377,-30252,30268,3.0114e+06,-0.0028967,-0.0025145,30260,30260,-0.0028967,-0.0025145,30260,30260,0,0,0,3.8924e-10,0.0028967,0.0025145,-30260,30260,1.933e+06,-0.58741,-0.58377,30252,30252,-0.58741,-0.58377,30252,30252,-3.3839e-10,-2.2575e-10,-1.204e-09,0,-0.45977,-0.37702,-30268,30252
180,850,3.0118e+06,-0.019371,-0.01908,30259,30259,-0.019371,-0.01908,30259,30259,3.4148e-12,5.1864e-11,-1.0691e-11,4.4056e-10,0.019371,0.01908,-30259,30259,4.0903e+06,0.42634,0.375,30265,30265,0.42634,0.375,30265,30265,4.06e-10,4.5121e-10,1.0162e-09,1.2251e-09,0.57962,0.57965,-30254,30265,3.0118e+06,-0.0058485,-0.0057749,30260,30260,-0.0058485,-0.0057749,30260,30260,0,0,0,3.8926e-10,0.0058485,0.0057749,-30260,30260,1.9335e+06,-0.57962,-0.57965,30254,30254,-0.57962,-0.57965,30254,30254,-3.3841e-10,-2.2577e-10,-1.2041e-09,0,-0.42634,-0.375,-30265,30254
180,900,3.0121e+06,-0.010928,-0.010719,30259,30259,-0.010928,-0.010719,30259,30259,3.4145e-12,5.1865e-11,-1.0692e-11,4.4057e-10,0.010928,0.010719,-30259,30259,4.0904e+06,0.4457,0.39162,30264,30264,0.4457,0.39162,30264,30264,4.0601e-10,4.5122e-10,1.0163e-09,1.2251e-09,0.56103,0.5585,-30255,30264,3.0121e+06,-0.00078182,-0.00058942,30259,30259,-0.00078182,-0.00058942,30259,30259,0,0,0,3.8928e-10,0.00078182,0.00058942,-30259,30259,1.9338e+06,-0.56103,-0.5585,30255,30255,-0.56103,-0.5585,30255,30255,-3.3842e-10,-2.2578e-10,-1.2042e-09,0,-0.4457,-0.39162,-30264,30255
180,950,3.0122e+06,-0.022645,-0.022412,30259,30259,-0.022645,-0.022412,30259,30259,3.4143e-12,5.1866e-11,-1.0692e-11,4.4059e-10,0.022645,0.022412,-30259,30259,4.0905e+06,0.44252,0.38917,30263,30263,0.44252,0.38917,30263,30263,4.0601e-10,4.5123e-10,1.0163e-09,1.2252e-09,0.58617,0.58618,-30256,30263,3.0122e+06,-0.012387,-0.010627,30259,30259,-0.012387,-0.010627,30259,30259,0,0,0,3.8929e-10,0.012387,0.010627,-30259,30259,1.934e+06,-0.58617,-0.58618,30256,30256,-0.58617,-0.58618,30256,30256,-3.3842e-10,-2.2579e-10,-1.2042e-09,0,-0.44252,-0.38917,-30263,30256
180,1000,3.0123e+06,-0.0072088,-0.0074522,30259,30259,-0.0072088,-0.0074522,30259,30259,3.4143e-12,5.1867e-11,-1.0692e-11,4.4059e-10,0.0072088,0.0074522,-30259,30259,4.0905e+06,0.43057,0.4306,30263,30263,0.43057,0.4306,30263,30263,4.0601e-10,4.5124e-10,1.0163e-09,1.2252e-09,0.56868,0.56972,-30256,30263,3.0123e+06,0.0046445,0.0053657,30259,30259,0.0046445,0.0053657,30259,30259,0,0,0,3.893e-10,-0.0046445,-0.0053657,-30259,30259,1.9341e+06,-0.56868,-0.56972,30256,30256,-0.56868,-0.56972,30256,30256,-3.3843e-10,-2.2579e-10,-1.2042e-09,0,-0.43057,-0.4306,-30263,30256
180,1050,3.0124e+06,-0.016861,-0.017026,30259,30259,-0.016861,-0.017026,30259,30259,3.4142e-12,5.1867e-11,-1.0692e-11,4.406e-10,0.016861,0.017026,-30259,30259,4.0906e+06,0.37724,0.42724,30262,30262,0.37724,0.42724,30262,30262,4.0601e-10,4.5124e-10,1.0163e-09,1.2252e-09,0.56296,0.56292,-30257,30262,3.0124e+06,-0.007393,-0.008256,30259,30259,-0.007393,-0.008256,30259,30259,0,0,0,3.893e-10,0.007393,0.008256,-30259,30259,1.9342e+06,-0.56296,-0.56292,30257,30257,-0.56296,-0.56292,30257,30257,-3.3843e-10,-2.2579e-10,-1.2042e-09,0,-0.37724,-0.42724,-30262,30257
180,1100,3.0125e+06,-0.016861,-0.017026,30259,30259,-0.016861,-0.017026,30259,30259,3.4142e-12,5.1867e-11,-1.0692e-11,4.406e-10,0.016861,0.017026,-30259,30259,4.0906e+06,0.37724,0.42724,30262,30262,0.37724,0.42724,30262,30262,4.0601e-10,4.5124e-10,1.0163e-09,1.2252e-09,0.56296,0.56292,-30257,30262,3.0125e+06,-0.007393,-0.008256,30259,30259,-0.007393,-0.008256,30259,30259,0,0,0,3.893e-10,0.007393,0.008256,-30259,30259,1.9343e+06,-0.56296,-0.56292,30257,30257,-0.56296,-0.56292,30257,30257,-3.3843e-10,-2.2579e-10,-1.2042e-09,0,-0.37724,-0.42724,-30262,30257
180,1150,3.0125e+06,-0.012952,-0.013253,30258,30258,-0.012952,-0.013253,30258,30258,3.4141e-12,5.1868e-11,-1.0692e-11,4.406e-10,0.012952,0.013253,-30258,30258,4.0906e+06,0.39064,0.4329,30262,30262,0.39064,0.4329,30262,30262,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.56721,0.56719,-30257,30262,3.0125e+06,0.00082265,0.00079485,30258,30258,0.00082265,0.00079485,30258,30258,0,0,0,3.8931e-10,-0.00082265,-0.00079485,-30258,30258,1.9344e+06,-0.56721,-0.56719,30257,30257,-0.56721,-0.56719,30257,30257,-3.3843e-10,-2.258e-10,-1.2043e-09,0,-0.39064,-0.4329,-30262,30257
180,1200,3.0125e+06,-0.012952,-0.013253,30258,30258,-0.012952,-0.013253,30258,30258,3.4141e-12,5.1868e-11,-1.0692e-11,4.406e-10,0.012952,0.013253,-30258,30258,4.0906e+06,0.39064,0.4329,30262,30262,0.39064,0.4329,30262,30262,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.56721,0.56719,-30257,30262,3.0125e+06,0.00082265,0.00079485,30258,30258,0.00082265,0.00079485,30258,30258,0,0,0,3.8931e-10,-0.00082265,-0.00079485,-30258,30258,1.9344e+06,-0.56721,-0.56719,30257,30257,-0.56721,-0.56719,30257,30257,-3.3843e-10,-2.258e-10,-1.2043e-09,0,-0.39064,-0.4329,-30262,30257
180,1250,3.0125e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0906e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0125e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9344e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,1300,3.0125e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9344e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,1350,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,1400,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,1450,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,1500,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,1550,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,1600,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
180,1650,3.0126e+06,-0.017513,-0.017615,30259,30259,-0.017513,-0.017615,30259,30259,3.4141e-12,5.1868e-11,-1.0692e-11,4.4061e-10,0.017513,0.017615,-30259,30259,4.0907e+06,0.38571,0.41459,30261,30261,0.38571,0.41459,30261,30261,4.0602e-10,4.5125e-10,1.0164e-09,1.2252e-09,0.5577,0.55769,-30258,30261,3.0126e+06,-0.0056789,-0.0066047,30258,30258,-0.0056789,-0.0066047,30258,30258,0,0,0,3.8931e-10,0.0056789,0.0066047,-30258,30258,1.9345e+06,-0.5577,-0.55769,30258,30258,-0.5577,-0.55769,30258,30258,-3.3844e-10,-2.258e-10,-1.2043e-09,0,-0.38571,-0.41459,-30261,30258
