"N","Time","avg(radHeatFlux (0))","avg(radHeatFlux (1))","avg(radHeatFlux (2))","avg(radHeatFlux (Magnitude))","max(radHeatFlux (0))","max(radHeatFlux (1))","max(radHeatFlux (2))","max(radHeatFlux (Magnitude))","med(radHeatFlux (0))","med(radHeatFlux (1))","med(radHeatFlux (2))","med(radHeatFlux (Magnitude))","min(radHeatFlux (0))","min(radHeatFlux (1))","min(radHeatFlux (2))","min(radHeatFlux (Magnitude))","q1(radHeatFlux (0))","q1(radHeatFlux (1))","q1(radHeatFlux (2))","q1(radHeatFlux (Magnitude))","q3(radHeatFlux (0))","q3(radHeatFlux (1))","q3(radHeatFlux (2))","q3(radHeatFlux (Magnitude))","std(radHeatFlux (0))","std(radHeatFlux (1))","std(radHeatFlux (2))","std(radHeatFlux (Magnitude))","vtkValidPointMask"
180,550,22.902,-40.075,1475.1,1658.8,700.05,607.78,8502.1,8502.4,0.65901,-0.26456,422.89,630.99,-689.93,-1119.9,-882.09,2.9143,-24.552,-58.655,-69.092,138.17,37.725,7.2681,2967,2993.4,157.81,167.89,2016.8,1882.6,1
180,600,21.077,-40.557,1475.5,1658.5,685.28,596.11,8246.3,8246.6,0.92136,-0.58528,600.68,730.4,-681.62,-1089.6,-847.76,7.5309,-25.283,-63.823,-80.351,180.22,40.26,8.5003,2884.8,2953.2,155.65,165.37,1959.6,1821.2,1
180,650,19.109,-40.569,1475.3,1657.4,671.18,584.79,8019.1,8019.4,0.60355,-0.60287,782.7,842.56,-672.51,-1062.1,-817.36,6.0797,-25.582,-69.214,-90.996,214.56,43.417,10.136,2810.8,2877.3,153.7,162.83,1906.7,1764.7,1
180,700,17.283,-40.449,1474.9,1655.4,657.81,573.91,7814.6,7814.9,1.0729,-0.6711,949.97,953.96,-663.01,-1037.1,-790.16,3.8866,-28.142,-72.794,-99.693,238.54,42.66,11.062,2744.4,2808.3,151.85,160.34,1857.3,1712.3,1
180,750,15.591,-40.377,1474.3,1652.7,645.17,563.49,7628.5,7628.7,1.2631,-1.0419,1094.4,1097.3,-653.39,-1014,-765.59,3.7451,-29.002,-75.028,-106.44,257.99,43.285,11.86,2693.5,2755.1,150.09,157.97,1810.9,1663.6,1
180,800,13.9,-40.377,1473.8,1649.6,633.24,553.58,7457.5,7457.8,1.3453,-1.4622,1202.5,1219.4,-643.88,-992.62,-743.22,2.1328,-33.637,-73.956,-110.7,284.35,43.143,13.747,2664.3,2721.9,148.46,155.77,1767,1618.1,1
180,850,12.089,-40.407,1473.4,1646.3,622.01,544.18,7299.6,7299.9,0.5965,-1.6732,1268.4,1278.4,-634.62,-972.77,-722.65,21.896,-37.471,-80.606,-111.54,281.56,42.598,14.776,2639.4,2688.2,147.03,153.76,1725.4,1575.2,1
180,900,10.093,-40.418,1473.1,1642.2,611.41,535.26,7153.1,7153.3,-1.4434,-3.8586,1324.9,1329.6,-625.64,-954.26,-703.55,27.985,-37.907,-83.85,-107.68,293.86,42.195,15.701,2615.6,2650.3,145.83,151.93,1685.5,1535.4,1
180,950,7.9082,-40.394,1473,1636.9,601.37,526.76,7016.5,7016.8,-1.6899,-4.4157,1373,1378.2,-616.91,-936.92,-685.58,12.938,-41.629,-86.368,-98.532,297.02,41.584,17.035,2589.5,2599.8,144.9,150.27,1647.1,1498.5,1
180,1000,5.5933,-40.405,1472.9,1630.7,591.8,518.64,6888.7,6888.9,-2.2649,-5.1425,1389.1,1400.8,-608.4,-920.61,-668.36,1.1975,-44.456,-87.955,-86.225,322.23,40.835,16.753,2550.9,2556,144.26,148.71,1609.9,1464.2,1
180,1050,3.2651,-40.591,1472.9,1623.6,582.65,510.83,6768.4,6768.7,-2.8748,-6.8236,1390.3,1401.5,-600.09,-905.18,-651.42,6.9777,-44.656,-86.688,-66.843,331.19,40.174,15.758,2513.6,2518.6,143.8,147.16,1573.5,1432,1
180,1100,1.071,-41.06,1472.8,1616.1,573.85,503.29,6654.7,6654.9,-4.9257,-8.361,1414.8,1427.1,-591.93,-890.51,-634.12,10.04,-50.212,-85.456,-34.257,332.69,39.33,13.309,2477.4,2482.3,143.39,145.54,1537.8,1401.2,1
180,1150,-0.86422,-41.821,1472.7,1606.9,565.35,495.99,6546.6,6546.8,-6.6742,-9.3543,1411.5,1427.5,-583.93,-876.49,-615.64,32.113,-50.439,-84.255,10.838,345.25,37.118,12.976,2442.2,2447,142.91,143.83,1502.6,1373,1
180,1200,-2.481,-42.793,1472.4,1595.6,557.11,488.88,6443.2,6443.5,-6.5096,-10.57,1409.8,1425.9,-576.05,-863.03,-594.9,3.3843,-53.797,-84.765,64.158,357.62,36.264,12.63,2407.8,2412.6,142.28,142.09,1467.7,1347.7,1
180,1250,-3.7861,-43.85,1472.1,1584.2,549.1,481.95,6344.1,6344.3,-8.1986,-11.262,1405.5,1421.7,-568.28,-850.05,-570.57,5.7337,-54.016,-84.267,122.46,345.73,35.673,12.253,2374.2,2378.9,141.5,140.36,1432.9,1323.1,1
180,1300,-4.822,-44.87,1471.8,1573.4,541.28,475.18,6248.4,6248.6,-8.9738,-15.867,1399.1,1415.3,-560.62,-837.49,-541.12,45.692,-53.597,-86.45,182.16,329.47,35.111,10.935,2341.3,2346,140.6,138.69,1398.3,1298,1
180,1350,-5.6338,-45.767,1471.4,1560.7,533.65,468.54,6155.8,6156,-9.2885,-18.521,1391.1,1407.4,-553.07,-825.28,-504.97,10.32,-55.377,-86.78,240.3,340.92,34.57,9.5284,2309.6,2317.1,139.59,137.08,1363.6,1275.7,1
180,1400,-6.2547,-46.499,1470.9,1547.4,526.17,462.03,6065.9,6066.1,-8.2719,-20.212,1409.8,1419.2,-545.63,-813.39,-460.65,11.924,-53.151,-90.773,302,339.08,34.047,8.0791,2284.3,2291.7,138.51,135.52,1329,1254.6,1
180,1450,-6.7097,-47.057,1470.5,1534.5,518.84,455.64,5978.3,5978.5,-8.8885,-21.687,1411.6,1414.8,-538.29,-801.78,-407.01,13.036,-51.211,-95.033,366.09,373.38,33.638,6.9575,2258.7,2266.1,137.39,134,1294.5,1233.4,1
180,1500,-7.022,-47.459,1470,1521.2,511.65,449.38,5892.9,5893.1,-7.9652,-20.857,1401.1,1410.5,-531.07,-790.44,-343.39,14.304,-52.713,-97.175,405.01,405.62,34.294,6.3787,2233,2240.3,136.23,132.52,1259.9,1213.2,1
180,1550,-7.2152,-47.728,1469.6,1508.3,504.6,443.22,5809.3,5809.5,-6.7307,-21.934,1399.4,1404.5,-523.96,-779.34,-269.72,7.5666,-53.938,-98.256,438.96,439.76,33.775,5.7696,2207.4,2214.6,135.05,131.08,1225.6,1193.2,1
180,1600,-7.3119,-47.89,1469.1,1497.2,497.68,437.18,5727.6,5727.8,-7.3714,-23.027,1387.7,1392.8,-516.97,-768.46,-186.54,31.483,-54.943,-97.752,481.07,482.62,33.27,4.82,2181.9,2189,133.86,129.68,1191.4,1171.7,1
180,1650,-7.3325,-47.969,1468.7,1486.5,490.9,431.26,5647.6,5647.8,-4.165,-23.062,1375.9,1380.9,-510.11,-757.8,-94.919,3.879,-55.778,-98.435,520.72,526.4,33.026,5.8745,2153,2163.6,132.68,128.31,1157.7,1150.5,1
180,1700,-7.2948,-47.987,1468.2,1479.8,484.25,425.45,5569.2,5569.4,-2.2914,-23.737,1364,1369,-503.37,-747.36,-23.957,4.2475,-56.484,-98.48,550.27,561.57,33.74,6.9037,2124.7,2138.6,131.52,126.98,1124.3,1125,1
180,1750,-7.2143,-47.961,1467.8,1478.1,477.73,419.75,5492.4,5492.5,0.16407,-25.506,1355.3,1363.1,-500.99,-737.14,31.283,32.072,-58.281,-98.381,574.63,588.78,35.743,9.4833,2096.9,2113.9,130.38,125.7,1091.6,1093.7,1
180,1800,-7.1045,-47.905,1467.3,1477.6,471.35,414.18,5417.1,5417.3,0.78155,-26.82,1343.5,1359.5,-503.15,-727.12,73.623,76.536,-60.11,-98.248,593.2,612.51,35.273,10.237,2069.7,2087.5,129.29,124.45,1059.6,1061.6,1
180,1850,-6.9773,-47.831,1466.9,1477.1,465.11,408.73,5343.5,5343.6,1.1914,-26.836,1345.3,1355.3,-505.11,-717.32,116.89,121.31,-61.812,-97.682,610.59,624.88,34.815,10.195,2043.1,2060.4,128.24,123.26,1028.5,1030.2,1
180,1900,-6.8425,-47.747,1466.4,1476.7,459.02,403.4,5271.4,5271.6,1.0414,-28.009,1331.4,1340.2,-506.98,-707.73,160.44,164.92,-63.419,-98.363,626.24,630.18,35.88,10.19,2017.2,2034,127.25,122.12,998.24,999.83,1
180,1950,-6.7083,-47.661,1466,1476.2,453.08,398.22,5201,5201.2,0.82667,-29.538,1317.6,1326.4,-508.83,-698.38,197.18,197.75,-63.915,-97.616,644.62,655.85,38.114,10.74,1991.9,2008.2,126.32,121.03,969.04,970.45,1
180,2000,-6.5809,-47.575,1465.6,1475.8,447.3,393.17,5132.2,5132.4,0.75257,-30.421,1304.3,1313.7,-510.72,-689.25,229.22,229.74,-64.361,-96.575,666.46,679.59,42.149,12.44,1967.3,1983.1,125.45,120,940.94,942.16,1
180,2050,-6.465,-47.495,1465.2,1475.4,441.68,388.27,5065.2,5065.4,0.61866,-31.274,1292,1301.6,-512.71,-680.37,260.21,260.71,-64.796,-96.033,708.99,711.47,44.094,14.411,1943.6,1958.8,124.64,119.03,913.98,915.02,1
180,2100,-6.3634,-47.422,1464.8,1475,436.24,383.53,5000.1,5000.2,0.48706,-33.167,1280.5,1290,-514.8,-671.74,290.02,290.51,-65.224,-98.195,728.98,733.66,43.544,16.291,1920.6,1935.3,123.91,118.12,888.21,889.08,1
180,2150,-6.2777,-47.357,1464.5,1474.6,430.98,378.96,4936.8,4937,0.36027,-34.747,1270,1279,-517.01,-663.39,318.55,319.03,-65.648,-100.32,757.67,760.69,44.557,17.105,1898.5,1912.6,123.23,117.26,863.66,864.35,1
180,2200,-6.2086,-47.301,1464.1,1474.3,425.92,374.55,4875.5,4875.7,0.23838,-35.722,1268.5,1276.3,-519.33,-655.3,345.75,346.23,-66.067,-102.38,778.28,782.35,48.216,17.711,1877.2,1890.7,122.62,116.47,840.33,840.86,1
180,2250,-6.1557,-47.254,1463.8,1473.9,421.04,370.31,4816.2,4816.4,0.1215,-36.41,1260.9,1267.3,-521.75,-647.5,371.57,372.06,-65.578,-103.67,798.53,805.5,49.844,18.44,1856.8,1869.8,122.07,115.73,818.24,818.6,1
180,2300,-6.1181,-47.215,1463.5,1473.6,416.37,366.25,4759.1,4759.2,0.009684,-36.035,1252.5,1258.9,-524.25,-640,396.03,396.53,-64.992,-103.98,824.3,829.25,50.015,19.132,1837.3,1849.7,121.58,115.05,797.36,797.57,1
180,2350,-6.0946,-47.183,1463.2,1473.3,411.9,362.38,4704.1,4704.3,-0.089793,-35.677,1252.6,1259.2,-526.81,-632.8,419.14,419.65,-64.44,-103.03,845.97,856.31,50.977,19.808,1818.7,1830.5,121.13,114.42,777.69,777.75,1
180,2400,-6.0835,-47.158,1462.9,1473,407.63,358.68,4651.4,4651.6,-0.18307,-35.338,1270.8,1271.8,-529.41,-625.9,440.92,441.44,-64.512,-102.14,866.65,875.78,51.596,20.665,1801,1814.5,120.74,113.84,759.2,759.12,1
180,2450,-6.0834,-47.14,1462.6,1472.8,403.57,355.16,4600.9,4601.1,-0.27519,-35.016,1281.8,1294,-532.03,-619.31,461.41,461.95,-64.801,-101.3,890.51,897.27,51.057,20.97,1790.1,1807,120.39,113.31,741.87,741.65,1
180,2500,-6.0924,-47.127,1462.4,1472.5,399.71,351.82,4552.8,4552.9,-0.36572,-34.712,1304,1305.8,-534.63,-613.03,480.67,481.21,-65.079,-100.51,908.01,917.2,51.01,21.256,1773.7,1790,120.08,112.82,725.64,725.29,1
180,2550,-6.1092,-47.118,1462.1,1472.3,396.05,348.65,4506.8,4507,-0.45427,-34.796,1308.1,1310.7,-537.2,-607.07,498.73,499.28,-65.346,-99.763,929.27,931.61,51.863,21.855,1758.1,1773.7,119.81,112.37,710.49,710.01,1
180,2600,-6.1321,-47.114,1461.9,1472.1,392.59,345.67,4463.2,4463.3,-0.54048,-35.178,1298,1300.6,-539.73,-601.4,515.65,516.22,-65.601,-99.064,951.84,954.35,52.66,22.621,1743.3,1759.3,119.57,111.97,696.36,695.77,1
180,2650,-6.1599,-47.112,1461.7,1471.9,389.32,342.84,4421.8,4422,-0.62405,-36.239,1289.4,1297.8,-542.2,-596.04,531.49,532.07,-65.843,-98.408,955.62,968.17,53.403,23.337,1729.4,1745.7,119.36,111.6,683.22,682.52,1
180,2700,-6.1914,-47.113,1461.5,1471.7,386.23,340.18,4382.6,4382.8,-0.70411,-37.472,1292.1,1298.2,-544.59,-590.97,546.3,546.9,-65.4,-97.691,967.85,974.68,54.095,24.007,1723.5,1734.5,119.17,111.26,671.01,670.2,1
180,2750,-6.2256,-47.116,1461.4,1471.5,383.33,337.68,4345.6,4345.7,-0.77218,-38.091,1294.2,1301.7,-546.9,-586.18,560.14,560.75,-64.938,-97.98,980.8,986.3,55.496,24.6,1722.2,1737.1,119.01,110.95,659.68,658.77,1
180,2800,-6.2617,-47.121,1461.2,1471.3,380.6,335.33,4310.6,4310.8,-0.83605,-38.697,1286.8,1294.3,-549.13,-581.68,573.06,573.68,-64.837,-98.599,989.9,998.97,56.253,24.914,1709.6,1734.9,118.87,110.67,649.18,648.18,1
180,2850,-6.2988,-47.126,1461,1471.2,378.04,333.13,4277.8,4277.9,-0.90232,-39.494,1280.1,1289.4,-551.26,-577.44,585.12,585.74,-65.029,-99.845,1005.7,1010.2,56.741,25.207,1697.8,1723,118.75,110.42,639.46,638.38,1
180,2900,-6.3364,-47.133,1460.9,1471.1,375.64,331.06,4246.8,4247,-1.0772,-40.238,1290.6,1300,-553.29,-573.46,596.36,596.99,-65.209,-101.1,1017,1022.6,57.198,25.482,1698.4,1717.5,118.64,110.19,630.48,629.32,1
180,2950,-6.3739,-47.141,1460.8,1470.9,373.39,329.13,4217.8,4217.9,-1.2395,-40.677,1301.1,1310.3,-555.22,-569.72,606.83,607.48,-65.377,-102.27,1027.6,1033.3,57.624,25.651,1708.4,1724.8,118.55,109.97,622.18,620.94,1
180,3000,-6.4111,-47.148,1460.6,1470.8,371.29,327.32,4190.5,4190.6,-1.3899,-40.88,1304.1,1313.3,-557.05,-566.22,616.58,617.24,-65.534,-103.32,1036.5,1039.8,58.022,25.618,1706.1,1715.1,118.47,109.78,614.52,613.22,1
180,3050,-6.4474,-47.157,1460.5,1470.7,369.32,325.63,4165,4165.1,-1.5295,-40.901,1310.1,1316.2,-558.79,-562.94,625.66,626.32,-65.68,-103.97,1041.8,1045.1,58.393,25.587,1704,1708.9,118.4,109.61,607.46,606.09,1
180,3100,-6.4828,-47.165,1460.4,1470.6,367.48,324.05,4141.1,4141.2,-1.6588,-40.679,1318.1,1320.3,-560.43,-559.88,634.11,634.78,-65.592,-104.16,1046.7,1050.1,58.739,25.559,1710.2,1715.1,118.34,109.45,600.95,599.51,1
180,3150,-6.517,-47.173,1460.3,1470.5,365.77,322.58,4118.7,4118.9,-1.7787,-40.471,1317.9,1321.6,-561.97,-557.02,641.96,642.64,-65.417,-104.33,1051.4,1054.7,59.061,25.534,1722.9,1727.9,118.28,109.31,594.94,593.45,1
180,3200,-6.5499,-47.181,1460.2,1470.4,364.17,321.21,4097.9,4098,-1.8899,-40.278,1316.3,1324.8,-563.42,-554.35,647.59,648.07,-65.255,-104.49,1060.3,1064,59.361,25.511,1723.8,1729.2,118.24,109.18,589.42,587.87,1
180,3250,-6.5814,-47.189,1460.1,1470.3,362.68,319.93,4078.4,4078.5,-1.9929,-40.097,1318,1323.2,-564.79,-551.86,652.61,653.09,-65.104,-104.65,1069.7,1073.5,59.856,25.49,1721.7,1727.1,118.2,109.06,584.32,582.74,1
180,3300,-6.6113,-47.197,1460.1,1470.2,361.3,318.74,4060.2,4060.4,-2.0884,-39.929,1324.2,1326,-566.06,-549.54,657.27,657.76,-64.965,-104.79,1076.5,1082.2,60.468,25.471,1719.7,1725.1,118.16,108.95,579.64,578,1
180,3350,-6.6399,-47.204,1460,1470.2,360.01,317.64,4043.3,4043.5,-2.1379,-39.772,1320.4,1325.6,-567.26,-547.38,661.61,662.1,-64.835,-104.95,1081.2,1089.4,61.029,25.454,1717.9,1723.3,118.14,108.85,575.32,573.65,1
180,3400,-6.6669,-47.211,1459.9,1470.1,358.81,316.61,4027.6,4027.7,-2.1721,-39.626,1317.3,1328,-568.38,-545.36,665.64,666.13,-64.968,-105.43,1080.2,1094.1,61.182,25.439,1716.2,1722.4,118.11,108.76,571.35,569.64,1
180,3450,-6.6924,-47.218,1459.9,1470,357.69,315.65,4012.9,4013.1,-2.2041,-39.49,1319.2,1326.2,-569.42,-543.49,669.38,669.87,-65.14,-105.8,1077.5,1092.9,61.55,25.424,1714.3,1724.3,118.09,108.67,567.7,565.95,1
180,3500,-6.7165,-47.225,1459.8,1470,356.66,314.77,3999.3,3999.4,-2.234,-39.388,1316,1325.7,-570.4,-541.75,672.85,673.35,-65.3,-105.97,1078.3,1090.6,62.014,25.411,1709.2,1724,118.07,108.6,564.33,562.55,1
180,3550,-6.7392,-47.231,1459.7,1469.9,355.7,313.94,3986.6,3986.7,-2.2618,-39.443,1318.5,1325.1,-571.31,-540.13,676.08,676.58,-65.449,-106.14,1080.8,1090.2,62.369,25.399,1705,1723.7,118.05,108.53,561.24,559.42,1
180,3600,-6.7605,-47.237,1459.7,1469.9,354.8,313.18,3974.8,3975,-2.2878,-39.493,1319,1327.1,-572.16,-538.63,679.07,679.57,-65.587,-106.29,1086.1,1090.4,62.475,25.388,1704.7,1723.4,118.04,108.47,558.39,556.55,1
180,3650,-6.7805,-47.242,1459.6,1469.8,353.97,312.47,3963.9,3964,-2.3119,-39.54,1321.8,1324.9,-572.95,-537.24,681.84,682.35,-65.716,-106.43,1089.5,1092.3,62.373,25.378,1704.4,1723.2,118.03,108.41,555.76,553.9,1
180,3700,-6.7992,-47.247,1459.6,1469.8,353.2,311.81,3953.7,3953.8,-2.3344,-39.584,1321.7,1325.2,-573.68,-535.94,684.42,684.93,-65.835,-106.56,1091.5,1094.3,62.214,25.369,1704.2,1723,118.02,108.36,553.35,551.46,1
180,3750,-6.8167,-47.252,1459.6,1469.8,352.49,311.2,3944.3,3944.4,-2.3553,-39.624,1319.8,1323.6,-574.37,-534.74,686.8,687.31,-65.945,-106.69,1093.4,1096.2,62.066,25.361,1703.9,1719.6,118.01,108.31,551.12,549.21,1
180,3800,-6.8331,-47.257,1459.5,1469.7,351.83,310.63,3935.5,3935.7,-2.3747,-39.662,1318.1,1322.1,-575,-533.62,689.01,689.53,-66.048,-106.8,1093.9,1097.9,61.929,25.353,1703.7,1716.3,118,108.26,549.08,547.14,1
180,3850,-6.8483,-47.261,1459.5,1469.7,351.21,310.1,3927.4,3927.5,-2.3928,-39.623,1316.7,1321.1,-575.59,-532.59,691.06,691.58,-66.143,-106.91,1093.5,1098.5,61.802,25.346,1702.8,1713.2,117.99,108.22,547.19,545.24,1
180,3900,-6.8626,-47.265,1459.5,1469.7,350.65,309.62,3919.9,3920,-2.4095,-39.558,1317.9,1322.7,-576.14,-531.63,692.96,693.48,-66.231,-107.01,1093.1,1098.2,61.684,25.339,1700,1710.4,117.99,108.19,545.45,543.49,1
180,3950,-6.8759,-47.269,1459.4,1469.6,350.12,309.17,3912.9,3913,-2.4251,-39.497,1318,1324.2,-576.65,-530.74,694.72,695.24,-66.313,-107.1,1092.8,1097.8,61.575,25.333,1697.4,1707.7,117.98,108.15,543.85,541.87,1
180,4000,-6.8882,-47.272,1459.4,1469.6,349.63,308.75,3906.4,3906.6,-2.4396,-39.441,1318.6,1324.3,-577.12,-529.92,696.35,696.87,-66.389,-107.18,1092.4,1098.4,61.473,25.328,1695,1705.3,117.98,108.12,542.38,540.38,1
180,4050,-6.9,-47.275,1459.4,1469.6,349.18,308.36,3900.5,3900.6,-2.4522,-39.383,1320.2,1325.5,-577.55,-529.16,697.85,698.37,-66.458,-107.26,1092.1,1098.9,61.382,25.323,1692.7,1703.1,117.97,108.09,541.03,539.02,1
180,4100,-6.9087,-47.277,1459.4,1469.6,348.79,308.03,3895.3,3895.5,-2.4633,-39.336,1321.6,1326.5,-577.91,-528.5,699.16,699.69,-66.52,-107.32,1091.9,1099.3,61.423,25.317,1690.8,1701.1,117.97,108.06,539.86,537.84,1
180,4150,-6.9169,-47.279,1459.3,1469.6,348.42,307.71,3890.5,3890.6,-2.4739,-39.294,1323.1,1327.4,-578.25,-527.89,700.39,700.92,-66.577,-107.39,1091.6,1099.7,61.46,25.313,1689,1699.3,117.96,108.04,538.77,536.74,1
180,4200,-6.9249,-47.282,1459.3,1469.5,348.08,307.42,3886,3886.1,-2.4839,-39.256,1325,1328.3,-578.57,-527.31,701.54,702.06,-66.629,-107.45,1091.4,1100.1,61.424,25.308,1687.3,1697.6,117.96,108.02,537.77,535.72,1
180,4250,-6.9326,-47.284,1459.3,1469.5,347.76,307.15,3881.8,3881.9,-2.4933,-39.219,1326.7,1329.7,-578.88,-526.78,702.6,703.13,-66.678,-107.5,1091.1,1100.5,61.349,25.305,1685.7,1696,117.96,108,536.83,534.78,1
180,4300,-6.9399,-47.286,1459.3,1469.5,347.47,306.89,3877.9,3878,-2.5021,-39.186,1328.4,1331.3,-579.16,-526.28,703.59,704.11,-66.724,-107.55,1091.5,1100.8,61.279,25.301,1685.2,1694.5,117.96,107.98,535.96,533.9,1
180,4350,-6.947,-47.288,1459.3,1469.5,347.19,306.66,3874.2,3874.3,-2.5104,-39.154,1330.3,1333.2,-579.43,-525.81,704.51,705.03,-66.767,-107.6,1092,1101.1,61.214,25.298,1685.4,1693.7,117.95,107.96,535.15,533.08,1
180,4400,-6.9537,-47.29,1459.3,1469.5,346.93,306.44,3870.8,3870.9,-2.5181,-39.125,1332.1,1333.9,-579.68,-525.38,705.36,705.89,-66.807,-107.64,1092.5,1102.3,61.153,25.296,1685.6,1693.9,117.95,107.95,534.4,532.32,1
180,4450,-6.9599,-47.292,1459.2,1469.5,346.7,306.24,3867.6,3867.8,-2.5252,-39.098,1332.8,1334.4,-579.92,-524.98,706.15,706.68,-66.844,-107.69,1093.4,1103.6,61.096,25.293,1685.7,1694,117.95,107.93,533.71,531.62,1
180,4500,-6.9656,-47.293,1459.2,1469.4,346.48,306.05,3864.8,3864.9,-2.5309,-39.069,1333.3,1334.9,-580.12,-524.62,706.86,707.39,-66.877,-107.72,1094.4,1104.7,61.044,25.29,1685.9,1694.2,117.95,107.92,533.09,531,1
180,4550,-6.97,-47.294,1459.2,1469.4,346.29,305.89,3862.3,3862.4,-2.5364,-39.048,1333.7,1335.3,-580.3,-524.29,707.5,708.03,-66.907,-107.76,1094.8,1105.8,61,25.288,1686,1694.3,117.95,107.91,532.53,530.44,1
180,4600,-6.9743,-47.295,1459.2,1469.4,346.11,305.73,3859.9,3860,-2.5419,-39.027,1334.1,1335.6,-580.47,-523.98,708.12,708.65,-66.935,-107.79,1094.9,1106.8,60.956,25.286,1686.1,1694.4,117.95,107.9,532,529.9,1
180,4650,-6.9785,-47.297,1459.2,1469.4,345.94,305.59,3857.6,3857.8,-2.5469,-39.008,1334.4,1336,-580.64,-523.7,708.68,709.21,-66.961,-107.82,1094.9,1107.4,60.917,25.284,1686.2,1694.5,117.95,107.89,531.52,529.41,1
180,4700,-6.9826,-47.298,1459.2,1469.4,345.78,305.45,3855.6,3855.7,-2.5516,-38.99,1334.8,1336.3,-580.79,-523.44,709.2,709.73,-66.985,-107.84,1094.9,1107.9,60.879,25.282,1686.4,1694.6,117.95,107.88,531.07,528.96,1
180,4750,-6.9863,-47.299,1459.2,1469.4,345.64,305.33,3853.7,3853.8,-2.5552,-38.971,1335.1,1336.7,-580.93,-523.19,709.68,710.21,-67.008,-107.87,1095,1108.2,60.845,25.28,1687,1694.7,117.95,107.87,530.66,528.54,1
180,4800,-6.9892,-47.3,1459.2,1469.4,345.51,305.22,3852,3852.1,-2.559,-38.956,1335.3,1336.9,-581.05,-522.98,710.11,710.64,-67.028,-107.89,1095.7,1108.3,60.815,25.279,1687.5,1694.8,117.95,107.86,530.29,528.17,1
